pdb_id	-logAffi
4e96	6.66
5n9t	6.66
5cy9	6.66
5op5	6.67
4yl1	6.67
4rrs	6.68
3fhr	6.68
3ddq	6.68
3zhx	6.68
4qmz	6.68
4q6r	6.68
3ws8	6.68
3qa2	6.68
1zeo	6.68
1c5x	6.68
2cm7	6.68
2wf0	6.68
4wpn	6.68
3ie3	6.68
2jew	6.69
4qtb	6.7
5i5x	6.7
1nms	6.7
5dhj	6.7
3t60	6.7
4azy	6.7
2ow0	6.7
4uns	6.7
5ar4	6.7
2lkk	6.7
2x7d	6.7
1unl	6.7
4jz1	6.7
2j2i	6.7
4o1l	6.7
4k4f	6.7
3t64	6.7
1lfo	6.7
1z6q	6.7
5kcx	6.7
2is0	6.7
1f3e	6.7
5f2s	6.7
1w82	6.71
2xne	6.72
2pjl	6.72
4djv	6.72
2f3f	6.72
4raq	6.72
3kyr	6.72
4dvi	6.72
5tqe	6.72
3bm9	6.72
4xv9	6.72
4flp	6.72
2x8i	6.72
4h58	6.72
4o0a	6.72
3fun	6.72
5i8p	6.73
5ia0	6.73
5js3	6.73
4a51	6.73
1wvj	6.73
2cma	6.73
2zc9	6.74
1tmb	6.74
5x73	6.74
5yu9	6.74
3hng	6.74
3mv5	6.74
1r5h	6.74
4wmu	6.74
2x9e	6.74
3fh8	6.74
3pdq	6.74
3heg	6.74
4zpf	6.74
2zgx	6.74
2vex	6.74
5ih8	6.74
4j0t	6.74
3n6k	6.74
2uzd	6.74
5fv7	6.74
3s0n	6.74
4lxz	6.74
1h5u	6.75
5q0u	6.76
5wa9	6.76
2on6	6.76
1rw8	6.76
4dce	6.76
4jzf	6.76
3fas	6.77
4i10	6.77
2hyy	6.77
5nvw	6.77
5c26	6.77
1ony	6.77
5jrq	6.77
3gjt	6.77
4x63	6.77
5ngs	6.77
4gj7	6.77
3gcu	6.78
4xnv	6.79
2rcb	6.79
5dy5	6.79
5uga	6.79
2xnm	6.8
1ung	6.8
3zrl	6.8
3fui	6.8
3d94	6.8
3s2v	6.8
5acb	6.8
4l7f	6.8
2xm8	6.8
3kc3	6.8
1bl6	6.8
4xt9	6.8
2xu3	6.8
5cnm	6.81
5vo2	6.81
2f3e	6.81
3cqu	6.82
4oew	6.82
2ath	6.82
3m3x	6.82
1tr7	6.82
5qc4	6.82
5dt2	6.82
3ufl	6.82
1db5	6.82
3qbh	6.82
4n3r	6.82
5aku	6.82
3vf8	6.82
1k1n	6.82
5kr8	6.82
4cku	6.82
2ydi	6.82
2etr	6.82
2xnb	6.83
3kvx	6.83
3deh	6.83
1me4	6.84
1bhx	6.84
5mae	6.84
2y5g	6.84
3lco	6.84
3du8	6.84
5cnj	6.84
5uis	6.84
3ewj	6.84
2hxq	6.84
3g42	6.85
2vtq	6.85
4d85	6.85
4ybm	6.85
5ie1	6.85
3f5p	6.85
3h3c	6.85
3voz	6.85
1rv1	6.85
5div	6.85
2vto	6.85
1tvo	6.85
5d7c	6.85
2fjm	6.85
2iw6	6.85
3emh	6.85
1lkk	6.85
5dx4	6.86
5y3o	6.86
2vd1	6.86
4rvr	6.87
1cgl	6.87
4ui3	6.88
1xka	6.88
4bco	6.88
2x38	6.89
1qhr	6.89
1wqv	6.89
2yol	6.89
5l2m	6.89
1sb1	6.89
5he2	6.89
2wks	6.89
2jnp	6.89
2gvz	6.89
3f0r	6.89
3vsw	6.89
2f34	6.89
3py1	6.89
4o76	6.89
3zrk	6.89
5kj0	6.89
2y57	6.89
5ewj	6.89
5hfu	6.89
4x8v	6.89
3psl	6.89
1k1l	6.9
4fz6	6.9
3cow	6.9
4zzx	6.9
5tq6	6.91
5cqt	6.91
3kbz	6.91
1swr	6.92
4yll	6.92
3r04	6.92
5lz9	6.92
3ej1	6.92
3cwe	6.92
3lpj	6.92
5ci7	6.92
3wfg	6.92
3ccn	6.92
5d45	6.92
1vj5	6.92
5f2f	6.92
3ipx	6.92
4wwp	6.92
1o4a	6.92
4e93	6.93
2weo	6.93
4xir	6.94
4og7	6.94
4wk2	6.94
4w4v	6.94
3svv	6.94
4rn4	6.94
1kmv	6.95
3dct	6.95
4k9y	6.95
2hiz	6.95
3bjc	6.96
5l13	6.96
2cng	6.96
1juj	6.96
1r58	6.96
3qtf	6.96
3tv4	6.96
5i8b	6.96
2ieh	6.96
4xar	6.97
3hy7	6.97
3t84	6.97
5ajw	6.98
4ckr	6.98
5vs6	6.98
1biw	6.98
4oc4	6.98
4att	6.98
1my4	6.98
5vgi	6.98
4es0	6.99
1fpc	7.0
5mev	7.0
1pqc	7.0
2gm1	7.0
3t82	7.0
1iep	7.0
3zyu	7.0
3mb6	7.0
4idt	7.0
3dux	7.0
3l38	7.0
5fl4	7.0
3qj9	7.0
1fki	7.0
1lf3	7.0
4ybt	7.0
3mhm	7.0
3l8s	7.0
5edb	7.0
3zya	7.0
5ei6	7.0
3qaq	7.0
4rfy	7.0
4x0f	7.0
3kx1	7.0
3uvo	7.0
1oth	7.0
2zu5	7.0
5boj	7.0
4ymj	7.0
2gvd	7.0
2zmd	7.01
2b8v	7.01
1u32	7.01
4mq2	7.01
1x8b	7.01
4bfd	7.02
3n4b	7.02
3hv5	7.02
3nzc	7.02
1ypj	7.02
4dum	7.02
2vwl	7.02
2yj9	7.02
2yjb	7.02
3r92	7.02
3pbb	7.02
3cdb	7.02
3fxv	7.03
5vsf	7.03
5hz9	7.03
5ai5	7.03
5epl	7.03
2vwm	7.03
3ws9	7.04
4p6x	7.04
3oqf	7.04
1nyx	7.04
4lnw	7.04
5ddc	7.04
4n6y	7.04
3wi2	7.04
3r91	7.04
3bgp	7.04
5q13	7.04
3shy	7.04
4e3h	7.05
2wer	7.05
3zhz	7.05
4hg7	7.05
4gjc	7.05
5m5q	7.05
4qzs	7.05
2bub	7.05
5bui	7.05
2bq7	7.05
4h3j	7.05
5fd2	7.05
2h03	7.05
3sfh	7.05
4bhi	7.05
2vwy	7.05
2g1y	7.05
4zzz	7.06
3fh5	7.06
2duv	7.06
4mro	7.06
4ui6	7.06
5a6h	7.06
3k3h	7.06
4jve	7.07
2wd3	7.07
2oc4	7.07
2oji	7.07
2aei	7.07
4qkx	7.07
3ryv	7.07
5hz5	7.07
4bb2	7.07
4qew	7.07
4xiq	7.07
4oc5	7.07
2ogz	7.08
5l2s	7.08
2w06	7.08
3ty0	7.08
4v25	7.08
4ghi	7.09
5ddb	7.09
5k0h	7.09
2of4	7.09
1lpg	7.09
5gsa	7.09
1iau	7.1
5n2f	7.1
3s7l	7.1
3udd	7.1
4tyo	7.1
2y6d	7.1
2ewp	7.1
2yig	7.1
3uo9	7.1
2b1z	7.1
4aof	7.1
4b1c	7.1
3zdg	7.1
2pe0	7.1
5v86	7.1
2vle	7.1
2il2	7.1
2uvm	7.1
1t4e	7.1
5y3n	7.1
2iku	7.1
1bmm	7.1
5law	7.1
5t1w	7.11
3u15	7.11
4obo	7.11
5x4q	7.11
4ia0	7.11
4acx	7.11
4j0z	7.11
5vc3	7.11
2gmx	7.11
5mqy	7.11
4dpi	7.11
4h1m	7.11
4yps	7.12
2x2r	7.12
4k9h	7.12
3kej	7.12
2pov	7.12
4daf	7.12
4xjs	7.12
4r5n	7.12
3w32	7.12
1z95	7.12
1nz7	7.12
3dbs	7.12
4e0x	7.12
3d2t	7.12
3v5g	7.13
3zc5	7.13
4pte	7.13
2wou	7.14
5i2z	7.14
4xaq	7.14
3f3v	7.14
4hct	7.14
5q1f	7.14
1xuc	7.14
5uir	7.14
3n7o	7.14
4afe	7.14
5enm	7.15
4xt2	7.15
5w4v	7.15
3h9o	7.15
2bxu	7.15
3ff6	7.15
4gs6	7.15
2p8h	7.15
4qp9	7.15
4lwe	7.15
4y6m	7.15
5hvs	7.15
5ct7	7.15
3uli	7.15
4hvi	7.16
4iva	7.16
4fc0	7.16
5ukj	7.16
1f0u	7.16
3s2p	7.17
4l0b	7.17
5tks	7.17
2o22	7.17
2bdf	7.17
5v0n	7.17
4o0x	7.17
5aep	7.17
5h9p	7.17
4zur	7.17
2jk7	7.17
2a8h	7.17
1rs4	7.17
2i6b	7.17
3bl9	7.18
2xj2	7.18
5wg5	7.18
3i7b	7.18
5u7i	7.18
1los	7.19
4p90	7.19
5hoa	7.19
5am7	7.19
3ips	7.19
1gi4	7.19
2cmb	7.19
4app	7.19
4zx3	7.19
4ehg	7.19
1me3	7.19
2vew	7.19
5nge	7.19
2j4z	7.19
1z9y	7.19
1w83	7.19
3f7b	7.19
5e88	7.19
5t9z	7.19
4obq	7.19
2rip	7.19
3gdt	7.19
4f64	7.2
3lzb	7.2
3hdn	7.2
2pow	7.2
2g8n	7.2
3k2f	7.2
4ark	7.2
3qcx	7.2
1s50	7.2
4msk	7.2
4g8n	7.2
2yek	7.21
4mbj	7.21
3kga	7.21
5i80	7.21
5kly	7.21
5hzn	7.21
4a9s	7.21
5ljj	7.21
2x9f	7.21
2pl0	7.21
2wo9	7.21
1gsz	7.21
4a9u	7.22
4cra	7.22
1py2	7.22
3in3	7.22
1fvt	7.22
5t4v	7.22
2q3z	7.22
5aph	7.22
4lyn	7.22
3qem	7.22
1uk1	7.22
5aen	7.22
2r7b	7.22
5v3o	7.22
4nb6	7.22
4lte	7.22
4o0y	7.22
3ma3	7.22
4a4x	7.23
3n4l	7.23
5tq5	7.23
3f8e	7.23
1y91	7.23
1h37	7.23
2cnh	7.23
4djx	7.23
3mww	7.24
3n3g	7.24
3kec	7.24
1oyt	7.24
3w69	7.24
4ha5	7.24
1db4	7.24
5j9y	7.24
4od9	7.24
3f2a	7.24
2p33	7.24
3o96	7.24
5dyy	7.24
4iq6	7.24
4fm7	7.24
5j7g	7.24
4ybs	7.24
4y87	7.24
3ikg	7.24
5j7f	7.24
5dh4	7.24
3wzk	7.24
4o0z	7.24
1y2h	7.25
2ole	7.25
1ezf	7.25
1u59	7.25
1i72	7.26
4q9z	7.26
4hys	7.26
4zpg	7.26
4d83	7.26
3vg1	7.26
4ly1	7.26
4hw2	7.26
3veu	7.26
2igx	7.27
4j17	7.27
4kn2	7.27
4itp	7.27
4m6p	7.27
4xxs	7.28
4ryl	7.28
5isl	7.28
5ia4	7.28
3k5d	7.28
5i7x	7.28
2w1h	7.28
5i7y	7.28
1py5	7.29
3uoj	7.29
4j0p	7.29
4iwz	7.29
3ccz	7.29
5k4l	7.3
3s8x	7.3
3n0n	7.3
1tmn	7.3
4uiw	7.3
3r16	7.3
1zge	7.3
1xmy	7.3
3i6z	7.3
5naw	7.3
2f4b	7.3
5nba	7.3
2obj	7.3
3oof	7.3
1qtn	7.3
5a14	7.3
4rg0	7.3
4cbt	7.3
5j7s	7.3
3mxf	7.31
4j1c	7.31
3uod	7.31
5tbm	7.31
3vhu	7.31
5hbh	7.31
1g5s	7.32
5d1j	7.32
5hdx	7.32
3ipu	7.32
1qf1	7.32
3kv2	7.32
3cp9	7.32
4rrn	7.32
4fyo	7.33
5iug	7.33
2j2u	7.33
4knb	7.33
4az2	7.33
2ank	7.33
3tkh	7.33
5ek9	7.33
5ttu	7.33
5ei2	7.34
2fgi	7.34
2ydw	7.34
5mim	7.34
5ia3	7.34
5ivj	7.34
1uw6	7.34
2gv6	7.34
4qqc	7.34
4z93	7.35
2g9x	7.35
2vrx	7.35
3zdh	7.35
2wih	7.35
1mhw	7.35
1exv	7.35
5hdz	7.35
4jib	7.35
5q0x	7.35
3c1x	7.35
1gmy	7.35
4gu6	7.36
4xmb	7.36
5ely	7.36
5clm	7.36
5m6m	7.36
5vc4	7.36
4xx4	7.36
4ntj	7.36
2vtt	7.36
4ewo	7.36
2y71	7.37
3m11	7.37
2vey	7.37
2aw1	7.37
5t36	7.37
5ufp	7.37
1cnx	7.37
1rwx	7.37
3m5e	7.37
4oti	7.37
5ceq	7.38
3cqw	7.38
4hfp	7.38
3lpb	7.38
2np8	7.38
4o07	7.38
3krw	7.38
1d3p	7.39
3mna	7.39
4x7j	7.39
5j1v	7.39
2ddf	7.39
4acu	7.39
1ilh	7.39
3e90	7.39
3otq	7.39
2ei6	7.39
3zi0	7.4
3kf7	7.4
4kn0	7.4
4a7b	7.4
2o9i	7.4
3dei	7.4
5hmk	7.4
5tuz	7.4
4rfz	7.4
4hgt	7.4
4oty	7.4
2zy1	7.4
3fyk	7.4
5cf4	7.4
3up2	7.4
4twc	7.4
4rz1	7.4
3inf	7.4
4idv	7.4
4jzi	7.4
3dog	7.4
2vj7	7.4
3vha	7.4
1owh	7.4
4whh	7.4
1hkk	7.4
3v5q	7.4
4rab	7.4
5i3m	7.4
5qby	7.4
3uo5	7.41
1veb	7.41
3efj	7.41
3s5y	7.41
5hls	7.41
4j21	7.41
3zns	7.41
4ps7	7.41
5q0p	7.41
1ym4	7.41
1dwc	7.41
4jvb	7.41
4r92	7.41
2fjn	7.41
4p5z	7.41
2gd8	7.41
3ryy	7.42
2pou	7.42
5cao	7.42
1y6b	7.42
1t32	7.42
3g8i	7.42
2p2i	7.42
4wwo	7.42
4at5	7.42
4az0	7.42
3l5r	7.42
1q5k	7.42
4ogi	7.43
1vyw	7.43
4aq3	7.43
2bak	7.43
2bks	7.43
4qpa	7.43
5ufo	7.43
3mmf	7.43
4o05	7.43
1ysi	7.44
4f3i	7.44
3lbl	7.44
5kx7	7.44
1sc8	7.44
4z2i	7.44
4o0r	7.44
2qbq	7.44
3gp0	7.44
4i0s	7.44
3w33	7.44
4k8s	7.44
1eou	7.44
2ydm	7.44
5ngu	7.44
5f02	7.44
5edr	7.46
1sqo	7.46
3uvp	7.46
5hg9	7.46
1e9h	7.46
3ctj	7.46
3kcf	7.46
3rde	7.46
4dff	7.46
4ohp	7.46
2g71	7.46
4npv	7.46
5fdc	7.46
4p4i	7.46
3f3w	7.47
3own	7.47
5v1b	7.47
5lay	7.47
5o07	7.47
3wab	7.47
2pzy	7.47
4jt8	7.48
3h0a	7.48
2vie	7.48
3vbg	7.48
4bcd	7.48
1u71	7.48
4e0w	7.48
1fls	7.48
4bqw	7.48
5l01	7.48
5w4r	7.48
1wok	7.48
4hni	7.49
6b16	7.49
2hh5	7.49
4w7p	7.49
3d4l	7.49
4g2l	7.49
1oir	7.49
4b1d	7.49
2hhn	7.49
4uvv	7.49
3srv	7.5
2xru	7.51
4yqm	7.51
5ety	7.51
5byi	7.51
3ovx	7.51
5myg	7.51
4af3	7.51
1zfq	7.52
5f20	7.52
3myq	7.52
2rgp	7.52
1qcp	7.52
4ijq	7.52
5ukm	7.52
3owd	7.52
2r64	7.52
3hmo	7.52
3zbf	7.52
4oon	7.52
2nnv	7.52
5i8g	7.52
1zom	7.52
2ow9	7.52
1bm7	7.52
2io6	7.52
4rac	7.52
5d48	7.52
2w3l	7.52
4r6t	7.52
3u2k	7.52
4dij	7.52
1z5m	7.52
3mpm	7.52
2zmj	7.52
3in4	7.52
3hfb	7.52
5i94	7.52
3bmy	7.52
2vts	7.52
4ty6	7.52
1mmq	7.52
2wu6	7.53
3w2t	7.53
4lww	7.54
5hes	7.54
5ttv	7.54
2hvx	7.54
4jrv	7.54
4zjr	7.54
2f1g	7.54
1h35	7.54
4o28	7.54
5ox6	7.54
2tsr	7.54
4joa	7.54
4j0v	7.55
4nct	7.55
4ngn	7.55
4dhf	7.55
4gmy	7.55
1lpk	7.55
2xj1	7.55
3ni5	7.55
3a4p	7.55
1riw	7.55
4ngr	7.55
3rz0	7.55
2oi0	7.55
5a8z	7.55
4ohm	7.55
2cmf	7.55
5v88	7.55
3cct	7.56
1ryh	7.56
2jiu	7.56
3gfw	7.57
5arg	7.57
2qzk	7.57
5vdk	7.57
2xh5	7.57
5ive	7.57
3cd0	7.57
3rjw	7.57
2ph6	7.57
4lwh	7.57
3sl4	7.57
1qhc	7.57
3nnv	7.57
2ax6	7.57
3pjc	7.57
4crb	7.57
3dek	7.57
3q6w	7.57
1u65	7.58
4b05	7.58
3cda	7.58
5fqr	7.59
4i0t	7.59
4tw7	7.59
4c4f	7.59
4rro	7.59
4zg9	7.59
1q6k	7.59
4uda	7.59
3p3s	7.59
3hf6	7.59
2wf2	7.59
1zfp	7.59
2fdp	7.59
2jt6	7.6
5t9u	7.6
4uyf	7.6
4ztm	7.6
3iph	7.6
3jwq	7.6
2zp0	7.6
1lpz	7.6
3ptg	7.6
4uyg	7.6
2c3i	7.6
4o74	7.6
4c4e	7.6
3el8	7.6
3p58	7.6
4ui8	7.6
1bmk	7.6
2zmm	7.6
3ehx	7.6
3fh7	7.6
4hyf	7.6
2wcx	7.6
2qoe	7.6
4g95	7.61
1yqy	7.62
5ta4	7.62
2i0y	7.62
4jbo	7.62
3ii5	7.62
4o1d	7.62
5d9l	7.62
5hu9	7.62
3wv3	7.62
4jp9	7.62
3be9	7.62
5xkm	7.62
1v3x	7.62
2xba	7.63
1c1r	7.63
1owk	7.63
4x5z	7.63
5eml	7.64
3wyk	7.64
5qck	7.64
3poz	7.64
5u6j	7.64
2g0h	7.64
966c	7.64
5eie	7.64
3zmg	7.64
3sjf	7.64
4yk5	7.64
1o6q	7.64
2hl4	7.64
3hl7	7.64
4kiq	7.64
4lwi	7.64
1q6n	7.64
1uvt	7.64
2in6	7.64
3k5k	7.64
4jje	7.64
4jlm	7.64
4ruz	7.64
5iez	7.64
4r5y	7.64
5t68	7.64
2wez	7.64
4ach	7.66
5kz0	7.66
4zy4	7.66
4x6h	7.66
3qi1	7.66
4bjx	7.66
4e5w	7.66
1uwh	7.66
1q41	7.66
4d1s	7.66
4rj7	7.66
5alu	7.66
5lgu	7.66
3zep	7.66
1au0	7.66
3k83	7.66
4fbx	7.66
4zyv	7.66
2yjc	7.66
5db1	7.66
3wd1	7.66
1nny	7.66
4g8r	7.66
3k3e	7.66
3fup	7.66
4gq4	7.66
1f0r	7.66
3g0f	7.66
1y6a	7.66
3miy	7.68
3c7q	7.68
2vci	7.68
4d7b	7.68
2p8s	7.68
4gh6	7.68
1w0z	7.68
3hrb	7.68
5f1l	7.68
5yjm	7.68
5ek0	7.68
5ak0	7.68
2cni	7.68
3eig	7.68
5u6v	7.68
5di1	7.68
2itk	7.69
4x7i	7.69
1qpe	7.7
2c4f	7.7
4fsl	7.7
3chq	7.7
4o09	7.7
4tyt	7.7
4zga	7.7
2yer	7.7
3asx	7.7
5ktx	7.7
3qcy	7.7
4d2s	7.7
5a0a	7.7
3lhg	7.7
4acc	7.7
3g0e	7.7
4nld	7.7
4l02	7.7
1zaf	7.7
4pry	7.7
1x0n	7.7
4cby	7.7
1uou	7.7
2zjw	7.7
5a2s	7.7
2g1r	7.7
5b0x	7.7
3olf	7.7
3inh	7.7
4n8e	7.7
2zyb	7.7
3n7s	7.7
4dfn	7.7
5c8k	7.7
3n7r	7.7
1b0f	7.7
5dry	7.7
5he4	7.7
4d0w	7.7
3lk8	7.71
3owb	7.72
5lla	7.72
4hvh	7.72
1uom	7.72
5j3s	7.72
1yk7	7.72
1caq	7.72
1j4r	7.72
1p93	7.72
3h8c	7.72
1bl7	7.72
3w2r	7.72
2wf3	7.72
4n9d	7.72
5tca	7.72
5a3n	7.72
3g9e	7.72
2zjf	7.72
4hhz	7.72
5i2r	7.72
1cnw	7.72
4im0	7.72
5em7	7.72
2l84	7.72
3c43	7.72
5ia2	7.72
4j1e	7.72
3vjc	7.72
2aou	7.73
3ljg	7.73
1bqo	7.74
5emm	7.74
2bmg	7.74
4anx	7.74
2jt5	7.74
3qk5	7.74
3mbl	7.74
1wu1	7.74
3b7u	7.74
5i0l	7.74
4gmc	7.74
3tvc	7.74
1txr	7.74
4pp5	7.74
3ohh	7.74
5iu8	7.74
1f0s	7.74
5eh0	7.74
3i7c	7.74
3o9v	7.74
3twd	7.74
4auy	7.74
1d8f	7.74
1usn	7.74
5uuu	7.74
1nfu	7.74
4i9z	7.74
4xnw	7.74
4auj	7.74
1x70	7.74
4anw	7.74
1qbo	7.74
4l23	7.75
5fwr	7.75
1rhq	7.75
3q3b	7.76
1hdt	7.76
5hvy	7.76
5mg2	7.77
3et7	7.77
3uvq	7.77
2osc	7.77
2bdy	7.77
3mi2	7.77
4obp	7.77
4hvg	7.77
3rq7	7.77
4w9o	7.77
3rcd	7.77
6apr	7.77
4alu	7.77
2jh6	7.77
5j6a	7.77
3iop	7.77
4ycn	7.77
3io7	7.77
3uw4	7.77
3chs	7.77
4oho	7.77
3r22	7.77
1ek1	7.77
5fp0	7.77
1my2	7.77
3tzm	7.77
4jyv	7.77
4jln	7.78
2q6c	7.78
5ueu	7.78
4r6e	7.78
4knn	7.78
5iu2	7.8
5lmb	7.8
5tx5	7.8
2hd6	7.8
4a9r	7.8
4r93	7.8
5t92	7.8
2oph	7.8
1v48	7.8
2chz	7.8
4uxq	7.8
1g49	7.8
4fnz	7.8
3g8o	7.8
3oy1	7.8
4rj4	7.8
3kba	7.8
2ra0	7.8
4aa5	7.8
3unz	7.8
4jzr	7.8
4j3l	7.8
4x6j	7.8
5hz6	7.8
5j9z	7.8
5cy3	7.8
4w9p	7.8
4hvs	7.8
5eu1	7.81
3l13	7.82
3ncz	7.82
3mj2	7.82
4y5h	7.82
4o13	7.82
2xjg	7.82
2b8l	7.82
1nvs	7.82
1gfw	7.82
2j34	7.82
1njs	7.82
4n9e	7.82
2o5k	7.82
4b0g	7.82
2cf9	7.82
1q3d	7.82
2xbx	7.82
3tpp	7.82
4a4l	7.82
3koo	7.82
3n51	7.82
4pp3	7.82
4zsa	7.82
2euf	7.82
5mhp	7.82
4bgg	7.82
3bi6	7.82
5ake	7.82
1nde	7.82
2x6e	7.82
4wuy	7.82
3n2p	7.82
3dz6	7.82
2xfi	7.82
3n2u	7.84
3ibl	7.84
6b96	7.84
3cd7	7.84
5tpg	7.85
3c84	7.85
3ika	7.85
4u6r	7.85
3vw6	7.85
5tzz	7.85
4dfw	7.85
5wuk	7.85
4x7q	7.85
3bel	7.85
1cny	7.85
3tl5	7.85
3qti	7.85
4ieh	7.85
4pg3	7.85
3ooz	7.85
3bi0	7.85
2gv7	7.85
1jwt	7.85
5f1h	7.85
3i5n	7.85
4i0r	7.85
2x8e	7.85
4yc8	7.85
3cib	7.85
1x78	7.85
2oz7	7.85
3h9k	7.85
3uw5	7.85
3efk	7.85
1fq6	7.86
5vc6	7.87
3ccw	7.87
5v5y	7.87
4rvk	7.87
3sie	7.88
4j1k	7.89
5hkm	7.89
5t1a	7.89
1npz	7.89
5fwj	7.89
4ruy	7.89
2xxy	7.89
5tkb	7.89
2wf4	7.89
3a29	7.89
4igt	7.89
4kb8	7.89
5ihc	7.89
1v79	7.89
4u93	7.89
2vj6	7.89
1gj7	7.89
2ajl	7.89
3vtc	7.89
2j50	7.89
4ehr	7.89
5kyj	7.89
3rz5	7.89
3v04	7.89
1kvo	7.89
4axm	7.89
2qd9	7.89
3f8s	7.89
3c56	7.89
4rx9	7.89
2xfj	7.89
3e3u	7.89
5d7r	7.89
1q6m	7.89
5up3	7.9
3hha	7.9
4uiu	7.9
3cd5	7.9
2qk8	7.91
4a50	7.91
1q6s	7.92
5gjd	7.92
4rux	7.92
1xbc	7.92
3wv2	7.92
3e0p	7.92
3d7z	7.92
3kc0	7.92
3ivi	7.92
2hxl	7.92
2irz	7.92
4at4	7.92
1tfq	7.92
4j5p	7.92
5jy3	7.92
4mq1	7.92
5aix	7.92
5db3	7.92
2yj2	7.92
4j1f	7.92
3sbi	7.92
1p2a	7.92
4yjn	7.92
5q0h	7.92
2x6d	7.92
3hv7	7.92
5ghv	7.92
3fi3	7.92
1zfk	7.92
3h9f	7.92
4phu	7.92
4ael	7.92
2w1e	7.92
4hge	7.92
3q92	7.92
3hqy	7.94
3dcs	7.94
4gtp	7.94
2itp	7.95
4knj	7.95
3t85	7.95
2qe4	7.96
3uh4	7.96
3w5e	7.96
4y46	7.96
3qs1	7.96
2p83	7.96
5o83	7.96
2oc9	7.96
4g2j	7.96
3e3b	7.96
5qcl	7.96
3mhc	7.96
5wqa	7.96
5ta2	7.96
4ap7	7.96
5ji6	7.96
5jgd	7.96
5u8f	7.96
3iok	7.96
3vw9	7.96
3iww	7.96
4uxb	7.96
3uuo	7.96
5vc5	7.96
2j6m	7.96
5h0b	7.96
1xom	7.96
4r7m	7.96
3rvi	7.96
2e2b	7.96
5ajx	7.96
2q15	7.96
4y8c	7.96
4bcj	7.96
5n84	7.96
3g5d	7.96
3nnx	7.96
3sni	7.96
4yt6	7.96
5n1s	7.99
3oyq	7.99
3e92	8.0
3oy0	8.0
1yw8	8.0
1o46	8.0
4ehz	8.0
4ap0	8.0
3s7m	8.0
5hx6	8.0
5w85	8.0
5dsx	8.0
1b5g	8.0
3rey	8.0
4ufu	8.0
4ht0	8.0
5hex	8.0
4zjj	8.0
5ceh	8.0
5t4f	8.0
3dej	8.0
3hs4	8.0
4u45	8.0
3gzn	8.0
1fkg	8.0
4yff	8.0
1sm2	8.0
1b57	8.0
2ama	8.0
5ml5	8.0
5eqy	8.0
5czb	8.0
4qmt	8.0
2xbw	8.0
2vnt	8.0
1rmz	8.0
5ftq	8.0
2p4i	8.0
4hcu	8.0
3gvu	8.0
5bml	8.0
1ayv	8.0
4mo8	8.0
4ykn	8.0
3fur	8.0
1yhs	8.0
3c9e	8.0
1bzs	8.0
3l0e	8.0
3l8x	8.0
3b92	8.0
5f95	8.01
1v7a	8.01
4xg6	8.01
4uye	8.02
3iit	8.02
5v5n	8.02
3v49	8.02
4x5y	8.03
4q1f	8.04
1rhj	8.04
4gtm	8.04
5uhi	8.04
3vzv	8.04
3qkl	8.05
5cxa	8.05
1ke7	8.05
2iw9	8.05
5k5n	8.05
2xcg	8.05
2xm9	8.05
4byi	8.05
2no3	8.05
1lqd	8.05
4aa4	8.05
3emg	8.05
2i0h	8.05
5ece	8.05
4y8d	8.05
4a4o	8.05
1o42	8.05
3oys	8.05
4bcc	8.05
3ml2	8.05
2xc4	8.05
4ogv	8.05
1qj1	8.05
1x7r	8.05
1hrn	8.05
2jjk	8.05
3cd8	8.05
3ot8	8.05
4oth	8.05
4q19	8.05
3txo	8.05
3nnw	8.05
3ovz	8.06
3dbu	8.06
2qu5	8.06
1zgb	8.06
2jbp	8.07
3ant	8.07
2jbo	8.07
3jwr	8.07
4mf0	8.08
4wxi	8.08
3fmz	8.08
4edz	8.08
1lhf	8.09
5two	8.09
3hub	8.09
3kqe	8.09
3s2a	8.09
4loy	8.09
3tu7	8.09
2vvu	8.1
4pms	8.1
4hai	8.1
3kr8	8.1
3caj	8.1
4nwm	8.1
4ryg	8.1
2b52	8.1
2qzl	8.1
1zxc	8.1
2iog	8.1
4wke	8.1
3ion	8.1
5w4w	8.1
2e9u	8.1
4wf2	8.1
5ar8	8.1
4p10	8.1
4frk	8.1
4bid	8.1
5ax9	8.1
2rcw	8.1
3at4	8.1
5ug9	8.1
5enk	8.1
4e90	8.1
4wnp	8.1
1pq6	8.1
1uk0	8.1
4i1c	8.1
3ccc	8.1
4oq3	8.1
4u44	8.1
5i3x	8.1
1p4r	8.1
5tzc	8.1
3l8v	8.1
3skg	8.1
4d0x	8.1
5ei8	8.1
2wpa	8.1
4rwl	8.1
4i9i	8.1
2qp8	8.1
4eqc	8.1
4z1j	8.11
5lhi	8.11
4p6g	8.11
1err	8.11
4aze	8.11
3vye	8.11
4v01	8.11
4puz	8.11
3vry	8.11
3upx	8.12
4li8	8.12
3dng	8.13
3q3k	8.13
4pop	8.13
5kup	8.14
4jt9	8.14
5jk3	8.14
4bcg	8.15
4erw	8.15
1fkh	8.15
5h2u	8.15
5tkd	8.15
4ona	8.15
3nww	8.15
5vo1	8.15
1pmn	8.15
4e4x	8.15
3byo	8.15
4bcf	8.15
2ayp	8.15
4ufy	8.15
1tt1	8.15
4jze	8.15
2ydk	8.15
4ufg	8.15
4alv	8.15
4dbn	8.15
3g0b	8.15
2ywp	8.15
4kip	8.15
