pdb_id	-logAffi	mw	logp	rotb	hbd	hba	q	HA
1jqd	5.16	384.4180000000002	-3.4885999999999964	7.0	4.0	11.0	0.0	26.0
1oe0	5.16	478.13600000000025	-3.691279999999998	8.0	2.0	15.0	-4.0	29.0
1q1m	5.16	412.34900000000033	2.4286000000000003	7.0	1.0	8.0	-1.0	30.0
2ltv	5.16	1406.5849999999978	-9.88089999999999	33.0	14.0	20.0	0.0	99.0
3b27	5.16	252.73000000000005	2.4961	2.0	1.0	5.0	0.0	16.0
3ctr	5.16	534.1840000000003	-5.434199999999998	8.0	4.0	17.0	-3.0	33.0
3lqi	5.16	1091.3279999999984	-15.7124999999999	39.0	20.0	13.0	4.0	76.0
4fqo	5.16	370.4970000000003	0.023700000000002275	12.0	4.0	2.0	2.0	27.0
5ow8	5.16	304.27100000000013	3.7482000000000024	2.0	1.0	2.0	0.0	22.0
5th7	5.16	387.48400000000026	2.5754	9.0	2.0	7.0	0.0	28.0
5ufc	5.16	529.4920000000002	-6.401599999999999	7.0	10.0	15.0	0.0	36.0
5v83	5.16	378.41800000000035	3.0744000000000016	4.0	3.0	1.0	1.0	27.0
6mjf	5.16	384.4180000000002	-3.4885999999999964	7.0	4.0	11.0	0.0	26.0
1q0b	5.17	292.36	1.7481	3.0	3.0	4.0	0.0	20.0
2f5t	5.17	342.29699999999997	-5.397199999999992	4.0	8.0	11.0	0.0	23.0
2ynn	5.17	944.122999999999	-9.244900000000033	31.0	15.0	14.0	2.0	65.0
2zfp	5.17	324.83200000000005	0.9676999999999991	5.0	2.0	2.0	1.0	22.0
3b7j	5.17	174.15499999999997	1.3274	0.0	1.0	3.0	0.0	13.0
3eht	5.17	1312.608999999998	-10.248499999999963	46.0	19.0	17.0	2.0	91.0
3nzx	5.17	749.8649999999996	4.237300000000004	15.0	6.0	8.0	0.0	55.0
3rni	5.17	374.44700000000023	2.3473000000000006	5.0	3.0	7.0	0.0	25.0
3tc5	5.17	470.4300000000004	0.7486999999999997	4.0	2.0	8.0	-2.0	32.0
3uvw	5.17	1129.264999999998	-12.417299999999951	40.0	18.0	16.0	1.0	79.0
3wuv	5.17	1428.6099999999976	-5.798800000000044	33.0	13.0	19.0	0.0	102.0
4gkm	5.17	269.25600000000003	0.4656199999999999	4.0	1.0	5.0	-2.0	20.0
4h3b	5.17	1052.2419999999986	-8.666100000000036	30.0	12.0	14.0	0.0	74.0
4kp4	5.17	502.16600000000017	-4.583999999999998	8.0	4.0	17.0	-4.0	31.0
4m5i	5.17	315.3580000000001	1.5118199999999997	4.0	3.0	6.0	0.0	22.0
5ahw	5.17	329.20900000000006	-0.8174000000000001	1.0	3.0	10.0	0.0	22.0
5aut	5.17	298.34300000000013	3.4875000000000025	3.0	1.0	4.0	-1.0	21.0
5diq	5.17	277.299	2.782300000000001	4.0	0.0	3.0	-1.0	21.0
5fdz	5.17	384.4320000000003	2.6215	7.0	2.0	5.0	0.0	28.0
5hm3	5.17	606.7020000000005	1.9951999999999994	17.0	4.0	13.0	0.0	42.0
5svi	5.17	934.0909999999989	-14.512099999999945	32.0	18.0	12.0	3.0	65.0
5ubg	5.17	714.236	-7.800000000000004	12.0	5.0	24.0	-5.0	44.0
6cbf	5.17	279.27500000000003	2.232499999999999	4.0	1.0	4.0	-1.0	21.0
6evo	5.17	831.9529999999996	-8.606300000000031	17.0	8.0	10.0	1.0	59.0
6hf5	5.17	284.2980000000001	-0.2976000000000003	4.0	1.0	7.0	-1.0	18.0
6hwz	5.17	157.07399999999998	0.21269999999999994	0.0	0.0	0.0	0.0	7.0
1ft7	5.18	166.137	-1.4857999999999996	3.0	1.0	3.0	-1.0	10.0
1xur	5.18	348.36600000000027	1.1266000000000003	6.0	2.0	6.0	0.0	26.0
2p9a	5.18	236.65800000000002	2.2035	2.0	2.0	3.0	0.0	16.0
2qrg	5.18	325.317	-1.0103000000000002	3.0	4.0	8.0	0.0	23.0
3iqv	5.18	757.6719999999997	-13.230300000000009	24.0	13.0	15.0	-1.0	51.0
3kag	5.18	312.3050000000001	0.5553199999999998	5.0	2.0	5.0	-1.0	23.0
3w37	5.18	646.6160000000004	-9.59070000000001	9.0	14.0	18.0	1.0	44.0
4duh	5.18	387.4660000000003	3.0306200000000008	6.0	2.0	8.0	-1.0	26.0
4iif	5.18	190.21900000000005	-3.899199999999995	0.0	5.0	4.0	1.0	13.0
4u73	5.18	186.127	-1.1591999999999998	2.0	1.0	3.0	-1.0	12.0
4zs3	5.18	348.3340000000002	2.3294000000000006	2.0	3.0	6.0	-1.0	26.0
5tbp	5.18	335.39800000000014	4.416800000000005	4.0	0.0	2.0	-1.0	25.0
6ar9	5.18	437.26600000000036	-5.611799999999996	11.0	3.0	12.0	-3.0	28.0
6dnp	5.18	243.18499999999997	-0.043179999999999996	4.0	1.0	4.0	-1.0	17.0
1ocq	5.19	310.323	-5.282099999999993	4.0	7.0	8.0	1.0	21.0
1ogg	5.19	622.6250000000003	-6.048700000000002	9.0	9.0	16.0	0.0	43.0
1oxr	5.19	179.15099999999998	-0.024600000000000732	2.0	0.0	4.0	-1.0	13.0
1rnt	5.19	361.20700000000016	-3.8336999999999986	4.0	4.0	12.0	-2.0	24.0
2c5o	5.19	206.274	1.7991399999999997	1.0	1.0	5.0	0.0	14.0
2ko7	5.19	367.442	1.3170000000000004	6.0	1.0	6.0	0.0	26.0
2mnz	5.19	1150.3519999999983	-17.137999999999902	41.0	22.0	15.0	4.0	80.0
2nxm	5.19	898.9479999999993	-6.975000000000027	26.0	11.0	14.0	-1.0	64.0
2qdt	5.19	176.21699999999998	-1.4391	4.0	2.0	4.0	-1.0	11.0
2xey	5.19	300.3250000000001	3.2677000000000014	2.0	2.0	4.0	0.0	23.0
3kjn	5.19	592.6330000000006	-0.21689999999999698	11.0	3.0	11.0	-1.0	43.0
3s1g	5.19	215.21599999999998	0.8410999999999995	1.0	3.0	4.0	0.0	16.0
3t4p	5.19	518.5470000000005	-4.296399999999991	14.0	6.0	8.0	-1.0	37.0
3twr	5.19	1475.6319999999982	-16.941899999999897	46.0	23.0	20.0	2.0	104.0
3vfq	5.19	557.3020000000004	-4.546699999999994	9.0	6.0	19.0	-2.0	36.0
4ezz	5.19	811.035	-3.501600000000008	26.0	7.0	10.0	0.0	57.0
4fxf	5.19	336.0820000000001	-5.513799999999995	6.0	3.0	12.0	-4.0	20.0
4g0l	5.19	306.32000000000005	-5.592299999999997	9.0	4.0	7.0	-1.0	20.0
4m0z	5.19	325.3280000000002	1.6236000000000015	4.0	3.0	5.0	0.0	24.0
4ono	5.19	544.8420000000007	9.8341	27.0	0.0	4.0	-2.0	37.0
4qok	5.19	942.1019999999992	-6.282200000000024	30.0	11.0	14.0	-1.0	66.0
5h21	5.19	323.4140000000001	2.8531000000000013	7.0	1.0	5.0	0.0	22.0
5otz	5.19	281.2060000000001	3.964700000000003	3.0	1.0	0.0	1.0	18.0
6cj5	5.19	238.24999999999997	1.4951999999999994	2.0	1.0	4.0	0.0	18.0
6dq5	5.19	395.4430000000003	0.31520000000000103	7.0	1.0	8.0	-1.0	29.0
1kll	5.2	322.3210000000001	-1.4917799999999979	2.0	6.0	6.0	2.0	23.0
2pmn	5.2	321.3840000000001	2.6967800000000004	5.0	2.0	6.0	0.0	24.0
3kqs	5.2	133.15399999999997	1.1450999999999996	0.0	2.0	2.0	0.0	10.0
3ov1	5.2	497.4010000000004	-3.5643999999999947	12.0	5.0	9.0	-2.0	34.0
3qj0	5.2	431.29700000000025	2.7094000000000005	5.0	2.0	5.0	0.0	27.0
3t7g	5.2	1199.4369999999985	-6.613300000000036	39.0	12.0	18.0	-2.0	83.0
3tjm	5.2	328.47700000000015	6.9210000000000065	16.0	0.0	2.0	0.0	22.0
3uu1	5.2	164.18399999999997	0.2491399999999997	1.0	1.0	3.0	-1.0	12.0
3wk6	5.2	220.34099999999992	2.3100000000000005	3.0	1.0	3.0	0.0	15.0
4a6s	5.2	322.38200000000006	0.7318	3.0	4.0	6.0	0.0	22.0
4b70	5.2	300.7890000000001	3.957200000000003	2.0	1.0	3.0	0.0	21.0
4bw2	5.2	415.4730000000003	4.3062400000000025	4.0	1.0	7.0	-1.0	31.0
4ezq	5.2	857.0029999999996	-6.303300000000023	21.0	10.0	10.0	1.0	61.0
4ezr	5.2	963.1559999999988	-10.318599999999991	27.0	14.0	11.0	2.0	68.0
4lk6	5.2	586.4220000000004	1.9619999999999997	7.0	5.0	10.0	-1.0	38.0
4mk0	5.2	341.40600000000006	1.8150000000000002	4.0	2.0	2.0	1.0	25.0
4qvq	5.2	338.4110000000002	2.4612000000000007	7.0	1.0	4.0	0.0	25.0
5a7j	5.2	453.9620000000003	-5.4834000000000005	8.0	0.0	16.0	-8.0	26.0
5aia	5.2	219.25999999999996	1.8033999999999994	2.0	1.0	3.0	-1.0	16.0
5emb	5.2	956.9219999999991	-8.325000000000028	29.0	9.0	18.0	-4.0	65.0
5f91	5.2	472.5670000000005	2.5778000000000016	6.0	3.0	6.0	0.0	33.0
5g1p	5.2	139.00300000000001	-2.0896	1.0	1.0	5.0	-2.0	8.0
5hg1	5.2	378.2080000000002	-0.07730000000000037	4.0	5.0	6.0	0.0	24.0
5lu2	5.2	947.0019999999987	-11.738199999999972	26.0	12.0	13.0	0.0	65.0
5q10	5.2	510.07800000000066	6.343000000000006	7.0	2.0	3.0	0.0	36.0
1o2r	5.21	383.44700000000023	2.496500000000001	4.0	4.0	3.0	1.0	28.0
1ox9	5.21	864.8229999999992	-10.830700000000023	26.0	11.0	16.0	-2.0	61.0
1re1	5.21	302.10400000000004	-0.9252000000000002	5.0	2.0	5.0	-1.0	17.0
2brg	5.21	345.4020000000002	3.985300000000003	5.0	1.0	5.0	0.0	26.0
2mlm	5.21	344.48	2.7901000000000016	4.0	3.0	3.0	0.0	24.0
3b2t	5.21	423.21500000000015	-2.287499999999997	6.0	3.0	14.0	-2.0	27.0
3bcs	5.21	274.229	-3.490999999999996	2.0	5.0	8.0	0.0	19.0
3ilq	5.21	757.103	8.776700000000003	36.0	4.0	10.0	0.0	53.0
3nsq	5.21	240.21399999999994	1.8732000000000002	0.0	2.0	4.0	0.0	18.0
3qiz	5.21	435.5350000000004	3.0100200000000017	12.0	3.0	3.0	1.0	31.0
3rth	5.21	300.4050000000001	4.881600000000004	1.0	1.0	2.0	0.0	23.0
3wqv	5.21	828.8400000000005	-15.676599999999985	13.0	17.0	21.0	5.0	56.0
4cwo	5.21	307.3130000000001	1.8617000000000001	2.0	3.0	7.0	0.0	23.0
4few	5.21	301.7810000000001	3.483900000000002	1.0	1.0	5.0	0.0	21.0
4h2m	5.21	526.3160000000004	4.350600000000004	6.0	2.0	0.0	2.0	30.0
4ifh	5.21	443.5070000000004	3.349020000000002	8.0	3.0	6.0	0.0	33.0
4je8	5.21	307.372	-3.918299999999996	9.0	4.0	6.0	0.0	20.0
4m0r	5.21	389.3430000000003	0.2643000000000024	7.0	2.0	8.0	-3.0	29.0
4mds	5.21	515.6180000000003	3.8075000000000028	9.0	2.0	7.0	0.0	38.0
4qz2	5.21	585.7220000000005	-1.1408999999999894	15.0	6.0	7.0	1.0	42.0
5e0j	5.21	639.7980000000006	2.5183000000000018	6.0	5.0	9.0	0.0	46.0
5mxr	5.21	283.3100000000001	0.3073999999999994	4.0	1.0	6.0	-1.0	18.0
5oje	5.21	350.48600000000016	2.6050600000000017	6.0	3.0	1.0	1.0	26.0
5trk	5.21	437.8590000000004	2.651	8.0	2.0	5.0	-1.0	31.0
5ty1	5.21	237.211	1.0112999999999994	3.0	1.0	5.0	0.0	17.0
5ty9	5.21	237.211	1.0112999999999994	3.0	1.0	5.0	0.0	17.0
5wag	5.21	126.09499999999998	-1.8213999999999992	1.0	0.0	5.0	-1.0	9.0
5x13	5.21	163.15199999999996	0.15529999999999977	2.0	1.0	3.0	-1.0	12.0
6asu	5.21	205.18899999999996	0.21291999999999955	3.0	1.0	4.0	-1.0	15.0
6f8b	5.21	236.123	2.8617	2.0	2.0	2.0	0.0	13.0
6g84	5.21	729.8760000000003	-2.0417999999999887	16.0	6.0	9.0	0.0	52.0
6g85	5.21	1135.262999999999	-5.968400000000034	29.0	11.0	16.0	-1.0	81.0
7prc	5.21	254.72499999999997	2.06098	5.0	2.0	6.0	0.0	17.0
16pk	5.22	629.2460000000001	-1.6476999999999975	12.0	3.0	17.0	-4.0	39.0
1bq4	5.22	336.1200000000001	-8.132400000000006	6.0	0.0	12.0	-6.0	24.0
1f3j	5.22	1669.8909999999996	-16.408799999999893	55.0	26.0	23.0	2.0	117.0
1gi9	5.22	283.31100000000004	0.4085000000000012	3.0	4.0	3.0	1.0	21.0
1gjd	5.22	430.65300000000025	1.6753199999999995	3.0	4.0	2.0	1.0	22.0
1h1h	5.22	423.1710000000001	-4.273999999999998	6.0	2.0	15.0	-4.0	27.0
1irs	5.22	1239.3129999999985	-10.427499999999984	36.0	15.0	18.0	-1.0	86.0
1j17	5.22	499.03600000000057	3.6377000000000033	4.0	0.0	5.0	0.0	34.0
1o5c	5.22	383.44700000000023	2.496500000000001	4.0	4.0	3.0	1.0	28.0
1pw6	5.22	535.5000000000007	1.5086000000000006	7.0	5.0	3.0	1.0	36.0
1ucn	5.22	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
1w4o	5.22	322.16600000000005	-3.9988999999999963	4.0	3.0	10.0	-2.0	21.0
1zea	5.22	988.0019999999988	-9.677000000000032	28.0	13.0	17.0	-1.0	70.0
1zz2	5.22	472.5620000000004	3.208300000000003	8.0	3.0	4.0	1.0	33.0
2gnf	5.22	248.34999999999994	1.4568999999999996	3.0	2.0	2.0	1.0	18.0
2gnj	5.22	248.34999999999994	1.4568999999999996	3.0	2.0	2.0	1.0	18.0
2gz2	5.22	423.1710000000001	-4.273999999999998	6.0	2.0	15.0	-4.0	27.0
2hxm	5.22	345.2910000000003	-1.1720999999999993	8.0	2.0	8.0	-1.0	25.0
2koh	5.22	1817.0489999999998	-11.303699999999933	60.0	18.0	29.0	-4.0	127.0
2qbx	5.22	1352.539999999998	-9.464599999999983	41.0	17.0	17.0	1.0	96.0
2rfy	5.22	342.29699999999997	-5.397199999999992	4.0	8.0	11.0	0.0	23.0
2wzm	5.22	619.2660000000003	-5.012099999999996	11.0	4.0	21.0	-4.0	39.0
2xow	5.22	193.20199999999994	0.7967999999999995	3.0	1.0	4.0	0.0	14.0
2xwy	5.22	476.64100000000053	1.1397000000000026	6.0	2.0	4.0	1.0	35.0
2zxd	5.22	176.23600000000002	-2.3292999999999964	1.0	4.0	3.0	1.0	12.0
3dne	5.22	195.22499999999997	2.624900000000001	1.0	1.0	2.0	0.0	15.0
3ds3	5.22	1442.5649999999982	-7.714300000000038	42.0	14.0	22.0	-3.0	103.0
3h85	5.22	988.1129999999991	-3.4286000000000083	25.0	12.0	13.0	0.0	71.0
3ijz	5.22	279.295	2.9982200000000017	2.0	0.0	3.0	0.0	21.0
3iof	5.22	288.349	3.7848000000000024	6.0	1.0	4.0	0.0	18.0
3lq2	5.22	422.2960000000003	-1.0542599999999966	8.0	1.0	11.0	-2.0	26.0
3lq4	5.22	422.2960000000003	-1.0542599999999966	8.0	1.0	11.0	-2.0	26.0
3ms9	5.22	185.60999999999999	1.7087999999999999	1.0	1.0	3.0	0.0	12.0
3n1c	5.22	258.11899999999997	-4.366799999999996	4.0	4.0	9.0	-2.0	16.0
3nti	5.22	759.8949999999995	-14.906299999999943	25.0	16.0	8.0	3.0	53.0
3o6t	5.22	245.30299999999994	2.4030000000000005	1.0	1.0	4.0	0.0	17.0
3osi	5.22	366.07100000000025	6.0373000000000046	2.0	2.0	2.0	0.0	21.0
3ppp	5.22	117.148	-1.5574999999999983	2.0	0.0	2.0	0.0	8.0
3q71	5.22	557.3020000000004	-4.546699999999994	9.0	6.0	19.0	-2.0	36.0
3qxt	5.22	452.43100000000044	-2.400999999999997	9.0	3.0	12.0	-2.0	33.0
3udp	5.22	460.3730000000004	2.755000000000001	2.0	2.0	4.0	1.0	28.0
3vbw	5.22	171.15499999999997	1.2053800000000001	0.0	0.0	3.0	0.0	13.0
4kup	5.22	349.4580000000002	2.396460000000002	5.0	3.0	2.0	1.0	26.0
4lrr	5.22	335.2710000000002	3.4998000000000022	3.0	0.0	6.0	0.0	25.0
4u71	5.22	192.17499999999998	-0.9516000000000002	2.0	1.0	3.0	-1.0	12.0
4z8d	5.22	324.78400000000005	2.1225	5.0	1.0	4.0	-1.0	22.0
5cgj	5.22	451.5680000000004	3.4504800000000015	5.0	1.0	5.0	-1.0	32.0
5dhs	5.22	510.5600000000004	-0.1823199999999987	9.0	5.0	12.0	1.0	36.0
5dkr	5.22	371.4440000000003	0.5560000000000018	5.0	5.0	1.0	2.0	28.0
5ev8	5.22	237.37099999999998	-1.934599999999998	2.0	2.0	5.0	0.0	13.0
5ioy	5.22	196.29399999999995	1.982	2.0	1.0	1.0	0.0	14.0
5ja0	5.22	379.30600000000027	2.7359	11.0	0.0	7.0	-3.0	24.0
5ksv	5.22	1316.7229999999981	-3.2243000000000235	40.0	12.0	18.0	0.0	89.0
5u6k	5.22	720.7170000000001	-3.966599999999997	14.0	3.0	11.0	-2.0	50.0
6di0	5.22	219.28799999999993	1.9250999999999998	3.0	2.0	3.0	0.0	16.0
6f4n	5.22	144.082	-3.1644999999999994	4.0	0.0	5.0	-2.0	10.0
1b4z	5.23	390.46100000000024	-6.719200000000005	15.0	5.0	6.0	1.0	27.0
1ndw	5.23	259.3089999999999	1.1481999999999994	6.0	2.0	4.0	0.0	19.0
2q38	5.23	183.188	0.11870000000000008	0.0	1.0	3.0	0.0	12.0
3dcq	5.23	500.5930000000004	-1.8514999999999904	10.0	6.0	8.0	0.0	35.0
3lc3	5.23	313.40200000000016	2.049900000000001	4.0	2.0	3.0	1.0	22.0
3pxy	5.23	233.231	0.4172000000000003	2.0	3.0	7.0	0.0	17.0
3pxz	5.23	233.231	0.4172000000000003	2.0	3.0	7.0	0.0	17.0
3wqw	5.23	826.8240000000005	-15.46839999999999	13.0	16.0	21.0	5.0	56.0
4m5k	5.23	315.3580000000001	1.5118199999999997	4.0	3.0	6.0	0.0	22.0
4mh7	5.23	377.5330000000002	3.2761000000000005	10.0	3.0	6.0	0.0	27.0
4qp7	5.23	185.18999999999997	1.3479999999999994	1.0	2.0	3.0	0.0	14.0
5ema	5.23	823.7469999999995	-9.880200000000023	25.0	8.0	17.0	-4.0	56.0
5tzo	5.23	337.48700000000014	2.7196000000000007	6.0	1.0	1.0	1.0	25.0
5zms	5.23	622.7960000000006	-8.44460000000003	22.0	11.0	5.0	3.0	44.0
6bhv	5.23	660.4260000000003	-3.0248999999999935	11.0	6.0	19.0	-2.0	44.0
1fh7	5.24	266.27	-4.890599999999994	2.0	6.0	7.0	1.0	18.0
1hk5	5.24	776.8719999999997	2.5058000000000007	5.0	2.0	4.0	0.0	24.0
1q8w	5.24	292.38400000000007	0.192600000000001	2.0	1.0	3.0	1.0	20.0
1s89	5.24	153.00599999999997	-3.4184	3.0	0.0	6.0	-3.0	9.0
1zrz	5.24	413.50100000000043	2.224400000000002	6.0	3.0	3.0	1.0	31.0
2jfz	5.24	439.51900000000035	3.816200000000002	5.0	0.0	7.0	0.0	33.0
2k3w	5.24	1316.4949999999978	-7.918700000000032	36.0	9.0	20.0	-3.0	93.0
2lsr	5.24	1905.2939999999999	-14.351699999999894	69.0	24.0	25.0	1.0	134.0
2qq7	5.24	429.3420000000004	2.999100000000002	7.0	3.0	4.0	1.0	27.0
2vgc	5.24	195.64899999999997	2.4998000000000005	2.0	0.0	1.0	0.0	13.0
2vvt	5.24	447.5100000000005	1.6587000000000003	10.0	2.0	7.0	1.0	32.0
3aw0	5.24	566.6360000000005	-3.1396999999999915	16.0	7.0	9.0	-1.0	40.0
3e16	5.24	674.8430000000002	2.583000000000003	20.0	6.0	7.0	2.0	49.0
3m59	5.24	1025.1519999999987	-12.411399999999961	35.0	16.0	15.0	1.0	72.0
3mle	5.24	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
3mqf	5.24	359.37900000000013	-0.5477000000000007	4.0	5.0	7.0	0.0	24.0
3okh	5.24	493.02700000000056	5.290500000000005	6.0	1.0	5.0	-1.0	35.0
3pb8	5.24	153.18499999999997	0.0882999999999996	3.0	2.0	2.0	0.0	11.0
3qck	5.24	312.1970000000001	3.6492000000000013	4.0	0.0	3.0	-1.0	19.0
3qxh	5.24	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
3r01	5.24	270.058	1.5674000000000001	2.0	0.0	4.0	-1.0	15.0
3rjc	5.24	313.35700000000014	3.8390000000000013	4.0	2.0	5.0	0.0	22.0
3tz2	5.24	163.19599999999997	0.7591999999999997	4.0	0.0	2.0	-1.0	12.0
3ueu	5.24	199.31399999999994	2.6572000000000005	10.0	0.0	2.0	-1.0	14.0
4drm	5.24	638.7340000000004	3.331100000000001	14.0	1.0	10.0	-1.0	46.0
4drn	5.24	638.7340000000004	3.331100000000001	14.0	1.0	10.0	-1.0	46.0
4e81	5.24	999.2529999999987	-7.086800000000039	25.0	13.0	9.0	3.0	71.0
4f7j	5.24	316.40500000000014	2.5920200000000007	4.0	3.0	4.0	0.0	23.0
4fk7	5.24	210.23599999999996	2.2635000000000005	0.0	2.0	2.0	0.0	16.0
4gue	5.24	448.3800000000002	0.4886999999999988	3.0	7.0	11.0	0.0	32.0
4idn	5.24	518.1650000000002	-5.290699999999998	8.0	5.0	17.0	-4.0	32.0
4ih7	5.24	227.30699999999996	3.2349000000000023	1.0	0.0	1.0	0.0	17.0
4j70	5.24	567.7270000000005	3.329200000000001	16.0	5.0	6.0	0.0	41.0
4non	5.24	440.1780000000001	-4.348699999999998	6.0	4.0	15.0	-3.0	28.0
4o7e	5.24	313.3600000000001	4.511300000000003	3.0	2.0	3.0	0.0	24.0
4utx	5.24	967.1109999999991	-3.560000000000014	30.0	10.0	13.0	-1.0	69.0
4uua	5.24	967.1109999999991	-3.560000000000014	30.0	10.0	13.0	-1.0	69.0
4x6s	5.24	1456.5359999999985	-7.640300000000058	19.0	14.0	21.0	-3.0	104.0
4y59	5.24	279.21700000000004	3.8069000000000024	1.0	1.0	2.0	0.0	20.0
4zv1	5.24	175.212	-5.518999999999999	5.0	4.0	2.0	1.0	12.0
5d24	5.24	343.38300000000015	2.2045199999999987	7.0	3.0	4.0	0.0	25.0
5d3j	5.24	405.5200000000003	3.3709200000000017	8.0	2.0	4.0	0.0	28.0
5d6q	5.24	339.4240000000002	3.8450000000000024	5.0	3.0	4.0	0.0	24.0
5edd	5.24	463.12500000000017	-4.426699999999998	8.0	3.0	14.0	-4.0	28.0
5hjd	5.24	910.131999999999	-7.497700000000029	31.0	12.0	10.0	2.0	64.0
5n7x	5.24	1397.535999999998	-8.6872	43.0	15.0	19.0	-1.0	100.0
5w1e	5.24	137.11399999999998	-0.2443000000000004	1.0	1.0	3.0	-1.0	10.0
6cf6	5.24	1134.0809999999985	-19.68819999999995	37.0	18.0	22.0	-2.0	79.0
1okw	5.25	782.3479999999995	-6.998400000000021	24.0	13.0	7.0	2.0	54.0
2bfr	5.25	424.17900000000014	-3.6419999999999977	6.0	3.0	15.0	-3.0	27.0
2pv3	5.25	1330.5519999999988	-3.9373000000000324	40.0	14.0	15.0	0.0	96.0
2xl2	5.25	1045.022999999999	-13.978899999999976	33.0	12.0	21.0	-4.0	73.0
2xl3	5.25	1102.0509999999988	-15.468699999999954	36.0	12.0	23.0	-5.0	77.0
3pj3	5.25	473.53600000000034	5.837520000000003	6.0	3.0	4.0	0.0	36.0
3tdj	5.25	230.26399999999998	0.9014	1.0	1.0	3.0	0.0	15.0
3u1i	5.25	662.8610000000003	-5.6909000000000125	24.0	11.0	5.0	3.0	47.0
4flk	5.25	379.4970000000001	1.1939999999999995	8.0	4.0	5.0	0.0	27.0
4j2c	5.25	1353.6329999999982	-4.879400000000043	43.0	17.0	18.0	1.0	95.0
4pkv	5.25	396.4640000000002	0.9608200000000013	7.0	3.0	4.0	1.0	27.0
5b5f	5.25	304.3270000000001	1.6218	3.0	1.0	4.0	0.0	21.0
5b5g	5.25	270.244	1.9696999999999998	2.0	1.0	5.0	0.0	20.0
5du4	5.25	458.4840000000004	5.044400000000006	6.0	2.0	5.0	0.0	33.0
5nfa	5.25	544.5540000000003	-2.8764999999999903	10.0	7.0	12.0	0.0	38.0
5q17	5.25	560.4710000000002	3.1434000000000015	5.0	0.0	6.0	-1.0	34.0
5xup	5.25	1554.9789999999985	-17.03449999999991	54.0	26.0	15.0	5.0	109.0
5yie	5.25	718.941	2.2934400000000075	14.0	5.0	8.0	1.0	51.0
6ccm	5.25	334.17700000000025	2.1006199999999997	3.0	2.0	5.0	0.0	20.0
6fc6	5.25	337.3760000000001	-3.0401999999999942	8.0	4.0	5.0	0.0	24.0
1v0o	5.26	341.3240000000002	1.5622999999999996	1.0	2.0	6.0	-1.0	24.0
1w4q	5.26	324.15700000000004	-3.0216999999999983	4.0	2.0	9.0	-2.0	21.0
2brn	5.26	344.4180000000002	4.084600000000003	5.0	3.0	4.0	0.0	26.0
2oz6	5.26	329.20900000000006	-0.8174000000000001	1.0	3.0	10.0	0.0	22.0
2qft	5.26	167.057	-4.8290999999999995	4.0	1.0	5.0	-2.0	10.0
2vcb	5.26	353.33100000000013	-0.8337999999999997	4.0	5.0	8.0	0.0	25.0
3n9s	5.26	319.09900000000016	-3.3249999999999975	9.0	1.0	10.0	-4.0	19.0
3sb0	5.26	257.62399999999997	1.16202	3.0	1.0	4.0	-1.0	17.0
3twx	5.26	1393.461999999998	-19.75829999999992	46.0	23.0	21.0	1.0	98.0
4jaj	5.26	196.20899999999995	2.0763	0.0	1.0	2.0	0.0	15.0
4l1u	5.26	946.9549999999989	-10.42890000000003	27.0	12.0	16.0	-1.0	64.0
4omj	5.26	436.80900000000025	10.215699999999995	20.0	0.0	1.0	0.0	31.0
4qz5	5.26	585.7220000000005	-1.1408999999999894	15.0	6.0	7.0	1.0	42.0
4r5x	5.26	351.3660000000002	1.4310000000000012	5.0	4.0	6.0	0.0	26.0
4w9g	5.26	415.55900000000037	3.1327200000000017	5.0	2.0	5.0	0.0	29.0
5a7i	5.26	717.9840000000002	-7.4014000000000015	13.0	0.0	24.0	-12.0	42.0
5akz	5.26	156.229	1.2481	1.0	2.0	1.0	0.0	11.0
5c7c	5.26	323.86800000000005	-0.18539999999999845	2.0	2.0	1.0	2.0	22.0
5gs9	5.26	175.212	-5.518999999999999	5.0	4.0	2.0	1.0	12.0
5iq6	5.26	581.6700000000004	4.689300000000004	8.0	2.0	8.0	-1.0	42.0
5kxc	5.26	545.4980000000004	-3.114699999999991	9.0	7.0	13.0	0.0	38.0
5vlk	5.26	1139.4109999999987	-3.2851000000000186	36.0	14.0	12.0	0.0	81.0
6fdp	5.26	1078.1019999999987	-16.208799999999936	37.0	14.0	21.0	-3.0	74.0
1qca	5.27	515.7110000000004	4.331400000000003	5.0	2.0	6.0	-1.0	37.0
2az5	5.27	549.6370000000003	4.102140000000004	8.0	2.0	3.0	2.0	40.0
2lsv	5.27	1033.0129999999988	-14.094699999999968	35.0	10.0	22.0	-5.0	71.0
2x7u	5.27	381.4940000000001	2.4945000000000004	3.0	2.0	5.0	0.0	26.0
3bmo	5.27	232.312	2.1006199999999993	2.0	2.0	5.0	0.0	16.0
3chp	5.27	314.34100000000007	-0.045399999999999	7.0	2.0	4.0	0.0	23.0
3g2u	5.27	815.7869999999996	-11.319700000000024	28.0	8.0	17.0	-4.0	57.0
3sz9	5.27	162.23199999999997	2.8417000000000012	3.0	0.0	1.0	0.0	12.0
3tkw	5.27	547.6740000000004	2.3752999999999993	11.0	3.0	8.0	0.0	38.0
