target_chembl_id	pdbid	compound	total_sampled_num	calculated_binding_energy	calculated_delta_lig_conform_energy	core_RMSD
CHEMBL204	1hdt	CHEMBL322178	36	-63.15	-11.34	0.66
CHEMBL204	2zfp	CHEMBL322321	1000	-52.36	-3.69	0.32
CHEMBL204	1d6w	CHEMBL32274	216	-38.72	-7.99	0.79
CHEMBL204	1d6w	CHEMBL32360	1000	-36.35	-6.74	0.79
CHEMBL204	1d9i	CHEMBL32365	36	-35.79	-5.29	0.77
CHEMBL204	1d9i	CHEMBL32373	36	-34.12	-7.65	0.69
CHEMBL204	1d6w	CHEMBL32424	216	-34.62	-9.31	0.8
CHEMBL204	3qtv	CHEMBL324349	36	-69.82	-12.68	0.4
CHEMBL204	4ax9	CHEMBL325166	6	-61.34	-7.46	0.36
CHEMBL204	1c4v	CHEMBL32538	2000	-71.26	-6.48	0.59
CHEMBL204	1d6w	CHEMBL32612	216	-25.59	-8.51	0.82
CHEMBL204	1ta6	CHEMBL327115	6	-51.49	-3.46	0.46
CHEMBL204	3da9	CHEMBL327189	36	-43.17	-9.93	0.37
CHEMBL204	1nm6	CHEMBL327421	6	-32.01	-5.16	0.32
CHEMBL204	3da9	CHEMBL327601	6	-42.46	-9.84	0.39
CHEMBL204	1gj5	CHEMBL327715	6	-45.55	-7.85	1.45
CHEMBL204	1ghw	CHEMBL327789	6	-56.74	-10.77	0.77
CHEMBL204	1tom	CHEMBL328200	1000	-58.07	-17.27	0.38
CHEMBL204	1c4v	CHEMBL32831	2000	-80.3	-11.2	0.73
CHEMBL204	1o2g	CHEMBL328772	6	-45.82	-5.67	0.73
CHEMBL204	1d6w	CHEMBL32887	1000	-42.08	-4.72	0.49
CHEMBL204	1nm6	CHEMBL329266	6	-3.56	-4.29	0.56
CHEMBL204	1d6w	CHEMBL32967	216	-20.43	-10.3	0.73
CHEMBL204	1nm6	CHEMBL329991	36	-16.08	-13.64	0.36
CHEMBL204	1ghw	CHEMBL330244	6	-41.24	-5.89	0.8
CHEMBL204	1ghw	CHEMBL330460	216	-38.31	-11.71	0.66
CHEMBL204	3da9	CHEMBL330531	216	-47.33	-10.72	0.41
CHEMBL204	2zfp	CHEMBL330560	1000	-53.27	-2.33	0.86
CHEMBL204	2zda	CHEMBL330949	2000	-87.02	-19.42	0.69
CHEMBL204	2zda	CHEMBL331160	6	-30.67	-2.54	0.54
CHEMBL204	4ufg	CHEMBL331179	216	-48.96	-12.0	0.64
CHEMBL204	1d9i	CHEMBL33141	216	-37.97	-8.06	0.68
CHEMBL204	2zo3	CHEMBL331571	216	-93.24	-9.4	0.42
CHEMBL204	4ufd	CHEMBL331771	12	-87.98	-6.19	0.32
CHEMBL204	2zo3	CHEMBL331847	36	-85.34	-7.49	0.35
CHEMBL204	1d6w	CHEMBL33188	216	-24.97	-7.91	0.69
CHEMBL204	4ufd	CHEMBL331908	6	-43.71	-4.15	0.43
CHEMBL204	1k21	CHEMBL331930	1000	-69.02	-13.1	0.62
CHEMBL204	1bhx	CHEMBL332426	216	-65.99	-12.89	0.73
CHEMBL204	1d6w	CHEMBL33247	216	-34.33	-4.96	0.51
CHEMBL204	1bhx	CHEMBL332578	6	-63.46	-7.33	0.42
CHEMBL204	1bhx	CHEMBL332587	6	-60.81	-6.59	0.32
CHEMBL204	1k21	CHEMBL332655	1000	-51.38	-13.0	0.6
CHEMBL204	2zo3	CHEMBL332819	1000	-91.69	-8.46	0.6
CHEMBL204	1k21	CHEMBL332907	1000	-33.27	-19.91	0.77
CHEMBL204	3da9	CHEMBL332934	36	-72.9	-14.72	0.54
CHEMBL204	1d9i	CHEMBL33307	216	-38.07	-9.28	0.79
CHEMBL204	1ca8	CHEMBL333098	1000	-51.58	-12.03	0.48
CHEMBL204	1d9i	CHEMBL33371	216	-39.52	-7.36	0.74
CHEMBL204	1t4v	CHEMBL334170	2000	-32.68	-8.41	0.42
CHEMBL204	1dwd	CHEMBL334257	2000	-56.18	-19.02	1.41
CHEMBL204	1bb0	CHEMBL334454	36	-41.47	-11.05	0.95
CHEMBL204	1tom	CHEMBL334727	216	-78.69	-8.2	0.72
CHEMBL204	1qbv	CHEMBL3349684	72	-76.26	-12.12	0.65
CHEMBL204	1c4u	CHEMBL33600	216	-37.9	-11.04	0.71
CHEMBL204	1k21	CHEMBL336229	1000	-45.29	-2.42	0.62
CHEMBL204	1qj1	CHEMBL337306	1000	-29.94	-18.71	1.49
CHEMBL204	1bmm	CHEMBL337372	6	-63.49	-17.91	0.86
CHEMBL204	1k21	CHEMBL337780	2000	-42.94	-15.52	1.25
CHEMBL204	1t4v	CHEMBL338284	36	-30.19	-7.05	0.33
CHEMBL204	4ayy	CHEMBL338669	216	-57.46	-18.7	0.44
CHEMBL204	4ufd	CHEMBL338788	6	-28.74	-16.6	0.77
CHEMBL204	1c4u	CHEMBL33887	6	-66.4	-15.39	0.85
CHEMBL204	4ax9	CHEMBL339094	216	-64.29	-15.35	0.45
CHEMBL204	1d6w	CHEMBL33927	216	-36.08	-4.84	0.5
CHEMBL204	1k21	CHEMBL339878	1000	-62.97	-18.82	0.71
CHEMBL204	1o2g	CHEMBL339902	6	-51.09	-10.02	1.02
CHEMBL204	1t4v	CHEMBL339909	2000	-30.71	-9.52	0.56
CHEMBL204	4ax9	CHEMBL340184	6	-69.02	-13.62	0.28
CHEMBL204	1d9i	CHEMBL34122	216	-38.28	-9.18	0.83
CHEMBL204	4ayv	CHEMBL341260	6	-57.52	-11.57	0.44
CHEMBL204	4ufd	CHEMBL341641	1000	-88.23	-11.42	0.33
CHEMBL204	1mu6	CHEMBL341909	6	-35.41	-5.65	0.49
CHEMBL204	1dwc	CHEMBL342083	216	-65.96	-11.0	0.46
CHEMBL204	1mu8	CHEMBL342109	6	-38.92	-1.61	0.44
CHEMBL204	2zc9	CHEMBL3422989	6	-32.7	-1.49	0.32
CHEMBL204	2zfp	CHEMBL3422990	6	-35.15	-2.06	0.37
CHEMBL204	2zfp	CHEMBL3422991	12	-36.12	-2.27	0.33
CHEMBL204	2zfp	CHEMBL3422992	6	-38.47	-7.01	0.38
CHEMBL204	2zfp	CHEMBL3422993	6	-37.97	-3.52	0.47
CHEMBL204	2zfp	CHEMBL3422994	6	-41.07	-6.87	0.32
CHEMBL204	3qtv	CHEMBL3422995	36	-52.91	-13.65	1.33
CHEMBL204	2zc9	CHEMBL3422996	6	-22.97	0.0	0.79
CHEMBL204	2zfp	CHEMBL3422997	6	-23.39	0.0	0.31
CHEMBL204	2zfp	CHEMBL3422998	12	-25.19	0.0	0.31
CHEMBL204	2zfp	CHEMBL3422999	6	-26.77	0.22	0.33
CHEMBL204	2zgx	CHEMBL3423000	6	-25.37	-9.5	0.81
CHEMBL204	3qto	CHEMBL3423001	6	-36.56	-13.01	1.51
CHEMBL204	2zda	CHEMBL3423002	6	-72.94	-7.84	0.34
CHEMBL204	3p17	CHEMBL3423003	36	-73.46	-8.0	0.46
CHEMBL204	2zda	CHEMBL3423004	12	-74.12	-7.24	0.41
CHEMBL204	3p17	CHEMBL3423005	216	-74.81	-8.87	0.74
CHEMBL204	2anm	CHEMBL3423006	216	-72.71	-6.83	0.5
CHEMBL204	3sha	CHEMBL3423007	36	-77.19	-10.17	0.34
CHEMBL204	2zgx	CHEMBL3423008	6	-74.77	-5.17	0.66
CHEMBL204	2zgx	CHEMBL3423009	6	-74.9	-9.42	0.73
CHEMBL204	2zgx	CHEMBL3423010	12	-77.72	-7.91	0.56
CHEMBL204	2zgx	CHEMBL3423011	6	-81.19	-5.1	0.84
CHEMBL204	2zda	CHEMBL3423013	6	-83.55	-10.75	0.52
CHEMBL204	3p17	CHEMBL3423014	36	-86.57	-19.82	1.45
CHEMBL204	3p17	CHEMBL3423206	36	-79.39	-8.23	0.41
CHEMBL204	3sv2	CHEMBL3423207	72	-82.9	-13.99	0.62
CHEMBL204	3sv2	CHEMBL3423208	216	-86.79	-14.39	0.61
CHEMBL204	2zgx	CHEMBL3423209	6	-80.14	-9.68	0.4
CHEMBL204	3sv2	CHEMBL3423210	36	-85.27	-13.76	0.7
CHEMBL204	2zda	CHEMBL3423211	6	-56.18	-7.4	0.54
CHEMBL204	2zda	CHEMBL3423212	6	-60.44	-8.58	0.52
CHEMBL204	2zgx	CHEMBL3423213	12	-63.0	-13.71	0.46
CHEMBL204	3dux	CHEMBL3423214	36	-61.23	-7.0	0.98
CHEMBL204	1k22	CHEMBL3423215	1000	-70.26	-11.41	0.83
CHEMBL204	3qto	CHEMBL3423216	36	-73.24	-17.34	0.39
CHEMBL204	1bb0	CHEMBL342604	6	-73.48	-19.33	0.54
CHEMBL204	1bmn	CHEMBL342904	6	-59.43	-10.58	0.63
CHEMBL204	1ca8	CHEMBL342914	1000	-37.95	-19.71	0.59
CHEMBL204	1mu8	CHEMBL342994	6	-44.22	-4.03	0.6
CHEMBL204	1bmn	CHEMBL343415	1000	-97.74	-19.87	0.72
CHEMBL204	1k21	CHEMBL343794	1000	-27.41	-15.33	0.71
CHEMBL204	1k21	CHEMBL343804	1000	-70.26	-17.83	0.74
CHEMBL204	1ca8	CHEMBL343805	1000	-76.2	-8.45	0.49
CHEMBL204	1bmn	CHEMBL343953	36	-82.12	-5.88	0.76
CHEMBL204	1ba8	CHEMBL344204	1000	-74.7	-14.8	0.61
CHEMBL204	1bmn	CHEMBL344239	1000	-74.09	-13.79	1.06
CHEMBL204	4ufd	CHEMBL344334	1000	-88.06	-10.09	0.33
CHEMBL204	1bmm	CHEMBL344825	1000	-66.34	-14.17	1.11
CHEMBL204	1dwc	CHEMBL344993	1000	-61.15	-19.07	0.73
CHEMBL204	1tom	CHEMBL34527	2000	-82.48	-18.75	0.34
CHEMBL204	1mu6	CHEMBL347993	36	-28.98	-3.75	0.4
CHEMBL204	4az2	CHEMBL349653	36	-11.24	-4.94	0.95
CHEMBL204	1ba8	CHEMBL350117	1000	-57.83	-15.33	0.33
CHEMBL204	1d3p	CHEMBL350351	1000	-50.26	-8.88	0.5
CHEMBL204	1d3d	CHEMBL350373	1000	-44.34	-12.54	1.3
CHEMBL204	1dwd	CHEMBL350751	216	-55.25	-11.26	0.5
CHEMBL204	1d3d	CHEMBL351476	216	-46.64	-8.11	1.03
CHEMBL204	1d3p	CHEMBL352279	1000	-50.36	-8.78	0.42
CHEMBL204	4ufd	CHEMBL352564	6	-85.49	-10.34	0.48
CHEMBL204	1b5g	CHEMBL352928	216	-68.63	-19.87	0.71
CHEMBL204	1b5g	CHEMBL353760	1000	-65.87	-18.27	0.74
CHEMBL204	2zgx	CHEMBL3546861	6	-74.77	-5.17	0.66
CHEMBL204	2zgx	CHEMBL3546862	6	-74.9	-9.42	0.73
CHEMBL204	2zgx	CHEMBL3546863	12	-77.72	-7.91	0.56
CHEMBL204	2zgx	CHEMBL3546864	6	-81.19	-5.1	0.84
CHEMBL204	2zda	CHEMBL3546866	6	-83.55	-10.75	0.52
CHEMBL204	1mu8	CHEMBL355314	6	-34.15	-5.28	0.47
CHEMBL204	1mu8	CHEMBL355730	6	-32.53	-5.8	0.48
CHEMBL204	1b5g	CHEMBL355792	1000	-63.49	-17.93	0.69
CHEMBL204	4ufd	CHEMBL356065	6	-90.4	-7.4	0.34
CHEMBL204	1mu8	CHEMBL356296	6	-39.67	-12.56	0.72
CHEMBL204	1bmm	CHEMBL356745	1000	-92.93	-16.17	0.73
CHEMBL204	4ax9	CHEMBL357650	1000	-58.15	-17.41	1.64
CHEMBL204	1c4v	CHEMBL36012	2000	-83.2	-9.99	1.1
CHEMBL204	2zfp	CHEMBL360269	12	-37.64	-6.23	0.37
CHEMBL204	1b5g	CHEMBL360751	1000	-67.07	-18.95	0.86
CHEMBL204	3si3	CHEMBL3608988	6	-44.93	-4.41	0.44
CHEMBL204	4ufd	CHEMBL3608989	1000	-90.16	-8.47	0.15
CHEMBL204	1b5g	CHEMBL361377	1000	-68.13	-19.94	0.91
CHEMBL204	1ypj	CHEMBL3613791	6	-59.22	-11.98	0.55
CHEMBL204	1oyt	CHEMBL3613792	6	-57.45	-9.36	0.57
CHEMBL204	3dux	CHEMBL361593	36	-44.73	-4.01	0.27
CHEMBL204	1b5g	CHEMBL361822	1000	-68.98	-18.45	0.78
CHEMBL204	1b5g	CHEMBL363003	1000	-70.7	-19.99	0.74
CHEMBL204	1ypj	CHEMBL3632869	6	-57.23	-5.91	0.36
CHEMBL204	1ypj	CHEMBL3632870	6	-59.05	-5.44	0.35
CHEMBL204	1ypj	CHEMBL3632871	6	-57.29	-5.93	0.35
CHEMBL204	1ypj	CHEMBL3632872	6	-56.43	-5.63	0.34
CHEMBL204	1ypj	CHEMBL3632873	12	-65.22	-7.92	0.31
CHEMBL204	1ypj	CHEMBL3632874	12	-64.52	-7.94	0.32
CHEMBL204	2cf9	CHEMBL3632875	6	-65.23	-5.74	0.27
CHEMBL204	1ypj	CHEMBL3632876	12	-67.03	-11.84	0.59
CHEMBL204	1tom	CHEMBL36336	2000	-90.44	-10.49	0.42
CHEMBL204	1z71	CHEMBL366233	6	-48.0	-10.54	0.35
CHEMBL204	1b5g	CHEMBL366625	1000	-55.98	-19.44	1.41
CHEMBL204	1b5g	CHEMBL366653	1000	-61.0	-18.1	0.75
CHEMBL204	4ufd	CHEMBL3666821	1000	-72.48	-11.79	0.47
CHEMBL204	4ufd	CHEMBL3666822	1000	-70.87	-12.72	0.54
CHEMBL204	4ufd	CHEMBL3666823	1000	-67.83	-18.68	0.39
CHEMBL204	1b5g	CHEMBL366697	1000	-58.41	-18.61	0.99
CHEMBL204	1b5g	CHEMBL366902	1000	-71.47	-19.22	0.89
CHEMBL204	1b5g	CHEMBL367237	1000	-63.34	-18.28	0.74
CHEMBL204	1b5g	CHEMBL367890	1000	-63.32	-18.8	0.98
CHEMBL204	1b5g	CHEMBL367973	1000	-58.82	-16.51	1.32
CHEMBL204	1b5g	CHEMBL368894	1000	-69.25	-19.76	0.76
CHEMBL204	1b5g	CHEMBL368937	1000	-68.21	-19.97	0.73
CHEMBL204	1b5g	CHEMBL369008	1000	-68.43	-19.83	0.97
CHEMBL204	1b5g	CHEMBL369408	1000	-34.64	-19.95	0.92
CHEMBL204	1b5g	CHEMBL369628	1000	-63.24	-16.63	0.71
CHEMBL204	1b5g	CHEMBL369868	1000	-63.16	-19.24	0.79
CHEMBL204	1z71	CHEMBL370050	36	-44.83	-10.79	0.39
CHEMBL204	1zgi	CHEMBL370396	36	-40.12	-7.2	0.48
CHEMBL204	3da9	CHEMBL370557	6	-38.48	-4.87	0.39
CHEMBL204	2zo3	CHEMBL371769	216	-44.16	-10.21	0.4
CHEMBL204	1zgi	CHEMBL372108	1000	-41.62	-4.43	0.65
CHEMBL204	1zgi	CHEMBL372194	216	-43.13	-5.28	0.5
CHEMBL204	1z71	CHEMBL372367	6	-55.29	-10.47	0.35
CHEMBL204	1zgv	CHEMBL372477	6	-16.69	-9.76	0.51
CHEMBL204	1z71	CHEMBL373270	6	-35.65	-10.25	0.68
CHEMBL204	4hfp	CHEMBL37567	12	7.49	-12.87	0.62
CHEMBL204	2anm	CHEMBL377056	6	-89.03	-14.46	0.34
CHEMBL204	2fes	CHEMBL377303	6	-90.37	-4.52	0.42
CHEMBL204	2feq	CHEMBL377667	36	-69.64	-16.09	0.43
CHEMBL204	1o0d	CHEMBL377681	36	-86.85	-10.39	0.55
CHEMBL204	2a2x	CHEMBL378185	6	-81.91	-9.89	0.49
CHEMBL204	4e7r	CHEMBL378830	36	-85.43	-13.44	0.69
CHEMBL204	1gj5	CHEMBL378916	36	-50.46	-6.73	1.87
CHEMBL204	4az2	CHEMBL379075	1000	-43.36	-16.94	1.41
CHEMBL204	4e7r	CHEMBL379194	216	-67.64	-16.23	0.7
CHEMBL204	4az2	CHEMBL379357	36	-22.97	-12.76	1.28
CHEMBL204	2c93	CHEMBL379692	6	-24.88	-4.87	0.84
CHEMBL204	2anm	CHEMBL379920	1000	-84.18	-12.64	0.36
CHEMBL204	4e7r	CHEMBL379958	1000	-90.86	-13.85	0.66
CHEMBL204	4e7r	CHEMBL380220	216	-89.3	-17.82	1.37
CHEMBL204	4e7r	CHEMBL380221	1000	-104.15	-16.64	0.55
CHEMBL204	1zgv	CHEMBL380589	6	-15.87	-2.67	0.43
CHEMBL204	3sha	CHEMBL3808596	6	-41.46	-2.44	0.3
CHEMBL204	1ta6	CHEMBL3809671	36	-40.95	-3.98	0.35
CHEMBL204	1ta2	CHEMBL381205	36	-38.89	-10.6	0.45
CHEMBL204	2feq	CHEMBL381709	6	-87.67	-8.85	0.38
CHEMBL204	2feq	CHEMBL382145	6	-66.11	-12.14	0.81
CHEMBL204	2c8x	CHEMBL382414	6	-35.62	-12.22	0.48
CHEMBL204	1z71	CHEMBL382542	6	-53.82	-3.98	0.34
CHEMBL204	2ank	CHEMBL383314	1000	-88.7	-13.38	0.4
CHEMBL204	4rn6	CHEMBL38617	432	-34.6	-10.7	0.73
CHEMBL204	1dwc	CHEMBL388819	6	-59.64	-7.09	0.5
CHEMBL204	4yes	CHEMBL3889696	6	-44.44	-5.77	0.33
CHEMBL204	4hfp	CHEMBL38907	2000	-80.53	-12.12	0.76
CHEMBL204	1ba8	CHEMBL38927	6	-14.59	-13.38	1.17
CHEMBL204	1w7g	CHEMBL389509	1000	-68.21	-18.17	0.82
CHEMBL204	4yes	CHEMBL3898619	36	-45.56	-7.54	0.37
CHEMBL204	1w7g	CHEMBL390751	1000	-64.93	-18.74	0.76
CHEMBL204	1w7g	CHEMBL390752	1000	-61.32	-16.23	0.71
CHEMBL204	1w7g	CHEMBL390753	1000	-48.13	-19.41	0.69
CHEMBL204	1k22	CHEMBL391142	1000	-69.49	-10.5	1.39
CHEMBL204	4yes	CHEMBL3912655	6	-33.98	-8.17	0.39
CHEMBL204	2jh0	CHEMBL391640	6	-38.09	-6.81	0.19
CHEMBL204	2jh6	CHEMBL391737	6	-35.66	-4.73	0.19
CHEMBL204	4yes	CHEMBL3934016	36	-48.98	-8.18	0.35
CHEMBL204	4yes	CHEMBL3936015	36	-45.91	-6.41	0.4
CHEMBL204	1riw	CHEMBL393698	216	-76.4	-7.57	0.47
CHEMBL204	1dwc	CHEMBL39375	72	-21.76	-6.95	0.39
CHEMBL204	2gde	CHEMBL393849	1000	-79.52	-14.13	0.44
CHEMBL204	2zgx	CHEMBL3941482	144	-47.36	-2.81	0.85
CHEMBL204	1k22	CHEMBL394401	1000	-71.17	-16.77	1.55
CHEMBL204	2gde	CHEMBL394402	6	-89.41	-9.36	0.21
CHEMBL204	4yes	CHEMBL3944751	36	-49.48	-6.5	0.32
CHEMBL204	2zfp	CHEMBL394517	1000	-59.34	-14.48	0.37
CHEMBL204	1k22	CHEMBL394927	1000	-70.76	-7.81	1.55
CHEMBL204	4yes	CHEMBL3950043	36	-52.29	-6.64	0.33
CHEMBL204	4yes	CHEMBL3958719	6	-44.54	-5.98	0.32
CHEMBL204	2zc9	CHEMBL395970	1000	-59.49	-14.17	0.37
CHEMBL204	4yes	CHEMBL3962366	6	-37.04	-5.14	0.97
CHEMBL204	4yes	CHEMBL3965897	6	-46.46	-5.13	0.43
CHEMBL204	4yes	CHEMBL3973215	6	-45.69	-5.84	0.33
CHEMBL204	4yes	CHEMBL3974192	36	-45.97	-7.75	0.38
CHEMBL204	4yes	CHEMBL3974377	6	-47.63	-6.45	0.41
CHEMBL204	2zfp	CHEMBL3975284	18	-31.95	-4.57	0.34
CHEMBL204	4yes	CHEMBL3976496	6	-40.84	-4.18	0.35
CHEMBL204	1k22	CHEMBL398122	1000	-72.44	-17.41	1.66
CHEMBL204	4yes	CHEMBL3982201	36	-48.88	-6.9	0.43
CHEMBL204	2zfp	CHEMBL3985609	36	-38.88	-5.53	0.39
CHEMBL204	2r2m	CHEMBL399662	6	-26.27	-6.44	0.39
CHEMBL204	1tom	CHEMBL40145	12	-79.98	-9.2	0.47
CHEMBL204	1dwc	CHEMBL40156	12	12.84	-13.64	0.55
CHEMBL204	2r2m	CHEMBL401842	6	-20.9	-9.39	0.84
CHEMBL204	1ny2	CHEMBL40239	1000	-70.77	-18.72	1.1
CHEMBL204	4rn6	CHEMBL40319	216	-22.21	-5.41	1.41
CHEMBL204	2r2m	CHEMBL403359	6	-36.67	-10.05	0.27
CHEMBL204	1b5g	CHEMBL403445	1000	-59.81	-11.86	0.84
CHEMBL204	1b5g	CHEMBL403735	1000	-55.71	-19.31	1.0
CHEMBL204	1b5g	CHEMBL403768	1000	-64.94	-19.97	0.7
CHEMBL204	1b5g	CHEMBL403929	1000	-68.64	-19.96	1.63
CHEMBL204	2r2m	CHEMBL404025	6	-35.02	-9.6	0.26
CHEMBL204	1b5g	CHEMBL404042	1000	-71.47	-19.62	0.93
CHEMBL204	1b5g	CHEMBL404043	1000	-73.06	-18.35	0.92
CHEMBL204	1b5g	CHEMBL404873	1000	-54.03	0.01	0.68
CHEMBL204	2zgx	CHEMBL4063628	6	-72.38	-4.9	0.69
CHEMBL204	2zda	CHEMBL4068041	18	-74.38	-6.98	0.44
CHEMBL204	2zda	CHEMBL4070765	6	-73.52	-6.23	0.34
CHEMBL204	4ufd	CHEMBL407631	12	-50.27	-5.13	0.22
CHEMBL204	1ba8	CHEMBL40764	1000	-85.32	-14.38	0.61
CHEMBL204	2zgx	CHEMBL4081362	6	-68.16	-8.33	0.36
CHEMBL204	1dwc	CHEMBL4083414	72	-59.06	-9.38	0.49
CHEMBL204	2zda	CHEMBL4090163	6	-71.8	-6.72	0.34
CHEMBL204	1dwc	CHEMBL40904	216	-25.82	-10.12	0.59
CHEMBL204	1dwc	CHEMBL4091198	36	-58.61	-11.62	0.61
CHEMBL204	2zda	CHEMBL4091457	6	-70.79	-6.15	0.34
CHEMBL204	1bb0	CHEMBL40927	1000	-53.78	-17.71	0.56
CHEMBL204	4ax9	CHEMBL409333	36	-76.22	-15.59	0.37
CHEMBL204	2zda	CHEMBL4097879	6	-72.77	-4.74	0.41
CHEMBL204	2zgx	CHEMBL4112239	36	-34.49	-11.93	1.18
CHEMBL204	1mu6	CHEMBL414853	6	-27.7	-4.93	0.52
CHEMBL204	4ufd	CHEMBL415298	12	-84.0	-8.39	0.28
CHEMBL204	1dwc	CHEMBL416600	432	-68.99	-14.38	0.7
CHEMBL204	1o5g	CHEMBL416674	6	-50.06	-8.52	0.74
CHEMBL204	2bvx	CHEMBL416754	6	-33.25	-4.33	0.68
CHEMBL204	1tom	CHEMBL416795	12	-74.39	-8.57	0.4
CHEMBL204	1hdt	CHEMBL417058	216	-65.08	-14.04	0.64
CHEMBL204	1tom	CHEMBL417682	2000	-86.64	-8.05	0.45
CHEMBL204	1d3p	CHEMBL418004	1000	-54.63	-7.4	0.51
CHEMBL204	1mu8	CHEMBL418017	6	-36.42	-3.2	0.37
CHEMBL204	4rn6	CHEMBL418248	2000	-23.0	-10.04	0.82
CHEMBL204	1nm6	CHEMBL418965	6	2.47	-6.09	0.45
CHEMBL204	4az2	CHEMBL419153	6	-2.76	-11.49	1.26
CHEMBL204	2bvx	CHEMBL419773	36	-26.91	-4.45	0.72
CHEMBL204	1ta6	CHEMBL42039	6	-50.32	-5.23	0.41
CHEMBL204	2zo3	CHEMBL420540	1000	-93.53	-9.3	0.53
CHEMBL204	1t4v	CHEMBL420912	2000	-20.36	-3.83	0.87
CHEMBL204	1bhx	CHEMBL421428	6	-74.98	-12.29	0.81
CHEMBL204	2zfp	CHEMBL421437	432	-40.53	-5.92	0.44
CHEMBL204	1bb0	CHEMBL421760	1000	-57.33	-18.31	0.36
CHEMBL204	1fpc	CHEMBL421880	216	-25.61	-18.66	1.6
CHEMBL204	1bmn	CHEMBL421919	6	-60.16	-11.62	0.58
CHEMBL204	1bmn	CHEMBL421944	1000	-87.46	-14.05	0.79
CHEMBL204	1mu8	CHEMBL422299	6	-41.61	-1.86	0.29
CHEMBL204	4rn6	CHEMBL422401	432	-36.56	-10.17	0.76
CHEMBL204	1tom	CHEMBL423543	36	-33.44	-10.98	0.25
CHEMBL204	1bmn	CHEMBL423723	36	-86.45	-12.71	0.95
CHEMBL204	1dwd	CHEMBL424052	2000	-57.17	-13.97	1.26
CHEMBL204	1a2c	CHEMBL424192	1000	-47.75	-17.92	1.01
CHEMBL204	4ufg	CHEMBL424316	216	-38.34	-15.01	0.35
CHEMBL204	1bmn	CHEMBL424479	6	-67.41	-14.43	0.6
CHEMBL204	1ktt	CHEMBL424593	6	-76.55	-10.3	0.32
CHEMBL204	1ta6	CHEMBL42495	6	-48.43	-3.63	0.21
CHEMBL204	1b5g	CHEMBL425855	1000	-29.89	-19.75	0.89
CHEMBL204	1zgi	CHEMBL426101	6	-39.55	-4.28	0.55
CHEMBL204	4az2	CHEMBL426501	1000	-58.6	-17.26	1.3
CHEMBL204	1b5g	CHEMBL427125	1000	-72.02	-18.31	0.88
CHEMBL204	1dwd	CHEMBL428818	1000	-69.1	-19.97	0.91
CHEMBL204	4hfp	CHEMBL43074	432	-35.83	-9.86	0.91
CHEMBL204	1tom	CHEMBL430844	1000	-32.88	-14.76	0.32
CHEMBL204	1hdt	CHEMBL431443	36	-74.48	-14.25	0.67
CHEMBL204	3da9	CHEMBL431675	36	-65.57	-9.71	0.3
CHEMBL204	1ba8	CHEMBL431782	1000	-55.21	-13.96	0.56
CHEMBL204	1c4v	CHEMBL431894	2000	-66.57	-15.49	0.95
CHEMBL204	1d6w	CHEMBL431906	1000	-76.6	-14.37	0.96
CHEMBL204	1d6w	CHEMBL432080	216	-35.28	-5.34	0.66
CHEMBL204	1a46	CHEMBL432470	6	-77.09	-19.76	0.77
CHEMBL204	1ghw	CHEMBL433179	6	-45.15	-10.47	0.74
CHEMBL204	1gj5	CHEMBL433501	6	-53.78	-10.94	0.81
CHEMBL204	1b5g	CHEMBL433911	1000	-43.79	-19.15	0.88
CHEMBL204	1k21	CHEMBL434412	1000	-58.47	-13.77	0.59
CHEMBL204	1tom	CHEMBL434497	36	-79.71	-6.41	0.5
CHEMBL204	1d3d	CHEMBL434671	1000	-56.04	-13.54	0.81
CHEMBL204	4ufg	CHEMBL435012	216	-45.15	-10.47	0.49
CHEMBL204	1tom	CHEMBL435393	6	-67.31	-3.15	1.01
CHEMBL204	1b5g	CHEMBL435514	1000	-69.68	-19.23	0.86
CHEMBL204	4ufd	CHEMBL436454	12	-89.35	-9.82	0.48
CHEMBL204	1w7g	CHEMBL437353	6	-28.09	-7.77	0.61
CHEMBL204	1w7g	CHEMBL437921	6	-37.63	-5.08	0.7
CHEMBL204	1zgi	CHEMBL439678	6	-35.64	-2.24	0.71
CHEMBL204	2c90	CHEMBL440394	6	-23.9	-2.63	0.38
CHEMBL204	2zfp	CHEMBL441468	1000	-56.24	-3.47	0.35
CHEMBL204	3da9	CHEMBL442980	6	-27.98	-12.31	0.46
CHEMBL204	1ypj	CHEMBL4441462	6	-57.44	-5.98	0.36
CHEMBL204	1awh	CHEMBL44482	216	-21.01	-10.53	1.16
CHEMBL204	2zda	CHEMBL4448453	6	-81.87	-11.76	0.48
CHEMBL204	3sv2	CHEMBL44500	2000	-96.6	-16.33	0.46
CHEMBL204	2zc9	CHEMBL4457051	6	-44.29	-11.53	0.43
CHEMBL204	2zgx	CHEMBL4459217	36	-41.11	-4.15	0.66
CHEMBL204	1ypj	CHEMBL4461448	6	-59.38	-5.6	0.35
CHEMBL204	3p17	CHEMBL4465587	72	-38.99	-12.46	1.19
CHEMBL204	1tmb	CHEMBL448342	2000	-81.8	-0.24	0.94
CHEMBL204	1tmb	CHEMBL448961	2000	-75.68	-19.97	1.37
CHEMBL204	1awf	CHEMBL449122	1000	-22.16	-17.49	1.59
CHEMBL204	2zgx	CHEMBL451242	216	-84.95	-11.95	0.46
CHEMBL204	1ypj	CHEMBL4513358	6	-58.09	-6.47	0.39
