pdb_id	-logAffi
2p7g	6.53
5alm	6.53
3g4k	6.54
6eeh	6.54
2zns	6.54
4btx	6.54
3sl8	6.54
1hvy	6.54
1d3q	6.54
4w9k	6.54
3fuz	6.54
1h39	6.54
3mxc	6.54
3cho	6.55
4frj	6.55
5he1	6.55
1hp5	6.55
4qp8	6.55
1yc4	6.55
6e9w	6.55
4o9s	6.55
1h3a	6.55
3il6	6.57
3qox	6.57
5c7n	6.57
5g1a	6.57
3sax	6.57
5vcy	6.57
2c6l	6.57
5itd	6.58
3sd5	6.58
2p7z	6.58
5em5	6.58
5ddd	6.59
2pvh	6.59
4dea	6.59
6dud	6.59
3kdt	6.59
1n7i	6.59
4xas	6.59
3mpt	6.6
6c2y	6.6
2a4z	6.6
4f08	6.6
6d5g	6.6
1d8e	6.6
3tu1	6.6
4bie	6.6
5lma	6.6
1g7g	6.6
6hdo	6.6
4ybi	6.6
4wpf	6.6
2y77	6.6
3eyl	6.6
3dln	6.6
4qr4	6.6
5f00	6.6
3v3q	6.6
1kwr	6.6
6eis	6.6
5alk	6.6
4bib	6.6
6cmr	6.61
3rjm	6.61
3kig	6.61
3qpo	6.61
5q0j	6.62
2vww	6.62
5mw3	6.62
5t37	6.62
5yjp	6.62
2zb0	6.62
5v42	6.62
1xnz	6.62
2cnf	6.62
1kkq	6.62
3opm	6.62
1soj	6.62
4btk	6.62
6b97	6.63
4l0v	6.63
4xip	6.63
6elp	6.63
2exc	6.63
4nw7	6.63
2qlq	6.63
5jap	6.64
5jat	6.64
4jit	6.64
5ko1	6.64
2srt	6.64
3eoc	6.64
3b26	6.64
2za0	6.64
2jdo	6.64
2h96	6.64
1sln	6.64
6guf	6.65
3eio	6.65
4y24	6.66
3ow6	6.66
4z7h	6.66
4jr3	6.66
5n9t	6.66
4e96	6.66
2vx1	6.66
2c5n	6.66
1a4r	6.66
4jv6	6.66
5nxi	6.66
6bfw	6.66
5m6f	6.66
5op5	6.67
2etm	6.67
5o11	6.67
2ony	6.68
4q6r	6.68
4qmz	6.68
3ie3	6.68
4rrs	6.68
3qa2	6.68
3zhx	6.68
2cm7	6.68
2wf0	6.68
1c5x	6.68
3ddq	6.68
2qp6	6.68
3fhr	6.68
5wzv	6.68
5y0f	6.68
2qbs	6.68
1zeo	6.68
3ttj	6.68
2of2	6.68
2jew	6.69
2is0	6.7
3mhi	6.7
3sff	6.7
2x7d	6.7
1nms	6.7
4uns	6.7
5dhj	6.7
1rdt	6.7
1z6q	6.7
4pyv	6.7
1i7i	6.7
4qta	6.7
1f3e	6.7
4hy0	6.7
4k4f	6.7
2j2i	6.7
1lfo	6.7
6ciy	6.7
5f2s	6.7
3t60	6.7
4azy	6.7
2ow0	6.7
6g5j	6.7
5g5v	6.7
4jz1	6.7
6nao	6.7
4o1l	6.7
5i5x	6.7
2lkk	6.7
3t64	6.7
5kcx	6.7
4og6	6.71
1w82	6.71
4xv9	6.72
4h58	6.72
3kyr	6.72
2xne	6.72
4flp	6.72
4dvi	6.72
5tqe	6.72
4o0a	6.72
4raq	6.72
2xc0	6.72
2f3f	6.72
5j1w	6.72
3fun	6.72
6fo5	6.72
3bm9	6.72
2pjl	6.72
2x8i	6.72
5ia0	6.73
5i8p	6.73
2cma	6.73
1o6h	6.73
4r5b	6.73
5js3	6.73
2q8s	6.73
5aly	6.73
4a51	6.73
6di1	6.74
4lxz	6.74
5xsu	6.74
2x9e	6.74
4j0t	6.74
2uzd	6.74
3n6k	6.74
2vj9	6.74
3fh8	6.74
1r5h	6.74
5x73	6.74
3pdq	6.74
5yu9	6.74
4wlb	6.74
2zc9	6.74
5j27	6.74
5ih8	6.74
1tmb	6.74
6htz	6.74
2vex	6.74
4wmu	6.74
3hng	6.74
4ylk	6.74
1h5u	6.75
1rw8	6.76
2on6	6.76
4jzf	6.76
5wa9	6.76
5q0u	6.76
6f9v	6.76
5nr8	6.76
4dce	6.76
3gjt	6.77
5jrq	6.77
2x2m	6.77
4x63	6.77
5c26	6.77
3ine	6.77
5nvw	6.77
5ngs	6.77
2hyy	6.77
4gj7	6.77
4i10	6.77
3m40	6.77
3fas	6.77
5uzj	6.78
3gcu	6.78
2rcb	6.79
5nrf	6.79
4xnv	6.79
5uga	6.79
2xm8	6.8
3zrl	6.8
3qcq	6.8
2xnm	6.8
3kc3	6.8
3s2v	6.8
3d94	6.8
3fui	6.8
3fv8	6.8
4xt9	6.8
1bl6	6.8
5c83	6.8
5acb	6.8
6bsm	6.8
6ej4	6.8
5wlt	6.81
5cnm	6.81
3qbh	6.82
5aku	6.82
1tr7	6.82
1db5	6.82
4n3r	6.82
5tjx	6.82
2ath	6.82
5dt2	6.82
5w8i	6.82
1s9t	6.82
3s9t	6.82
3vf8	6.82
4cku	6.82
2etr	6.82
5qc4	6.82
4oew	6.82
5vcv	6.82
3cqu	6.82
3m3x	6.82
3ufl	6.82
5ylv	6.82
3kvx	6.83
3deh	6.83
2y5g	6.84
5uis	6.84
5cep	6.84
3lco	6.84
1me4	6.84
3du8	6.84
3ewj	6.84
2hxq	6.84
6fyp	6.84
6fqo	6.85
3s8o	6.85
5d7c	6.85
3g42	6.85
1tvo	6.85
4d85	6.85
4ybm	6.85
2iw6	6.85
5tz3	6.85
1lkk	6.85
2vto	6.85
5div	6.85
6eox	6.85
3voz	6.85
3f5p	6.85
6d5e	6.85
2vtq	6.85
2fjm	6.85
3emh	6.85
5j64	6.85
1rv1	6.85
5dx4	6.86
5y3o	6.86
5f3e	6.86
1cgl	6.87
4rvr	6.87
6cis	6.87
6gl9	6.87
1xka	6.88
4bco	6.88
4wvl	6.88
1sb1	6.89
5h4j	6.89
2yol	6.89
1qhr	6.89
2x38	6.89
3py1	6.89
1wqv	6.89
4o76	6.89
3ljt	6.89
3psl	6.89
6glb	6.89
5l2m	6.89
3f0r	6.89
5ewj	6.89
2f34	6.89
2jnp	6.89
2y57	6.89
4x8v	6.89
3r4n	6.89
2ym7	6.89
3vsw	6.89
5he2	6.89
5kj0	6.89
3dy6	6.9
4fz6	6.9
2p3g	6.9
4zzx	6.9
3cow	6.9
2ito	6.91
5nra	6.91
3kbz	6.91
3ccn	6.92
6bsk	6.92
5d45	6.92
1vj5	6.92
5ci7	6.92
3ipx	6.92
3jpv	6.92
6d5h	6.92
4yll	6.92
3wfg	6.92
5lz9	6.92
4qtl	6.92
3ej1	6.92
1swr	6.92
5f2f	6.92
1o4a	6.92
3r04	6.92
1ph0	6.92
4e93	6.93
2weo	6.93
4wk2	6.94
4w4v	6.94
3svv	6.94
4rn4	6.94
4og7	6.94
6hsz	6.94
1kmv	6.95
6b1c	6.95
5am4	6.95
2hiz	6.95
4k9y	6.95
3dct	6.95
2cng	6.96
6bl1	6.96
3cth	6.96
4pzw	6.96
3lq5	6.96
5i8b	6.96
5l13	6.96
2ieh	6.96
1r58	6.96
5qcm	6.96
1juj	6.96
3qtf	6.96
3bjc	6.96
3tv4	6.96
4xar	6.97
5usz	6.97
6c5t	6.97
5zag	6.97
3t84	6.97
3hy7	6.97
1biw	6.98
5vs6	6.98
5ajw	6.98
2fme	6.98
1my4	6.98
4oc4	6.98
5vgi	6.98
2w54	6.98
4att	6.98
4w4x	6.99
4es0	6.99
3t82	7.0
3uvo	7.0
3dux	7.0
1pqc	7.0
3l38	7.0
3u9n	7.0
4rfy	7.0
3mhm	7.0
4ymj	7.0
6hdq	7.0
5jyp	7.0
1fki	7.0
5fl4	7.0
5kbq	7.0
3mb6	7.0
5mev	7.0
2veu	7.0
4x0f	7.0
2rjp	7.0
3qaq	7.0
4idt	7.0
5ei6	7.0
5mwy	7.0
1iep	7.0
5g2b	7.0
2zu5	7.0
1lf3	7.0
3qj9	7.0
5boj	7.0
1oth	7.0
4gs8	7.0
4yve	7.0
4ybt	7.0
6fs1	7.01
1x8b	7.01
5byy	7.01
2zmd	7.01
2b8v	7.01
6hti	7.01
1u32	7.01
4mq2	7.01
2b55	7.02
3hv5	7.02
1ypj	7.02
2vwl	7.02
3igp	7.02
3nzc	7.02
3n4b	7.02
3cdb	7.02
3pbb	7.02
4bfd	7.02
6b2c	7.03
5hz9	7.03
5epl	7.03
6hsk	7.03
3fxv	7.03
4jpc	7.03
5ai5	7.03
4rj3	7.03
4tpt	7.04
1nyx	7.04
4n6y	7.04
3bgp	7.04
3oqf	7.04
5q13	7.04
4lnw	7.04
3wtl	7.04
3ws9	7.04
4p6x	7.04
5ddc	7.04
3r91	7.04
4gjc	7.05
2bq7	7.05
6i3s	7.05
4hg7	7.05
2g1y	7.05
5bui	7.05
5fd2	7.05
2vwy	7.05
4bhi	7.05
4h3j	7.05
5m5q	7.05
3sfh	7.05
2h03	7.05
6c0s	7.05
2bub	7.05
5a6h	7.06
4mro	7.06
4zzz	7.06
3fh5	7.06
2duv	7.06
2oji	7.07
4qew	7.07
5hz5	7.07
4qkx	7.07
2oc4	7.07
4oc5	7.07
5mpn	7.07
4jve	7.07
3ryv	7.07
4oc6	7.07
2aei	7.07
2wd3	7.07
4wag	7.08
4v25	7.08
2w06	7.08
5l2s	7.08
5k0h	7.09
2wd1	7.09
5ddb	7.09
2of4	7.09
5gsa	7.09
4aof	7.1
4b1c	7.1
4ryc	7.1
2uvm	7.1
4tyo	7.1
5y3n	7.1
2pe0	7.1
2ewp	7.1
5da3	7.1
2il2	7.1
2b1z	7.1
2y6d	7.1
6b5j	7.1
4crd	7.1
3s7l	7.1
2yig	7.1
2vle	7.1
5n2f	7.1
3udd	7.1
1t4e	7.1
3uo9	7.1
6hm7	7.1
4obo	7.11
6ht1	7.11
4j0z	7.11
3u15	7.11
4h1m	7.11
3e64	7.11
2gmx	7.11
5t1w	7.11
4acx	7.11
4dpi	7.11
3v2w	7.11
5vc3	7.11
4ia0	7.11
2x2r	7.12
2wey	7.12
6hth	7.12
3w32	7.12
3dbs	7.12
4k9h	7.12
3kej	7.12
1nz7	7.12
4e0x	7.12
4daf	7.12
4xjs	7.12
2pov	7.12
4r5n	7.12
4rj6	7.12
4yps	7.12
3rtn	7.13
4zbf	7.13
4pte	7.13
4kx8	7.13
3v5g	7.13
3gcv	7.13
3zc5	7.13
5q1f	7.14
4hct	7.14
2wou	7.14
3ffp	7.14
5i2z	7.14
4prj	7.14
4afe	7.14
2vot	7.14
3n7o	7.14
4xaq	7.14
3f3v	7.14
5uir	7.14
4xt2	7.15
6afr	7.15
4qp9	7.15
5enm	7.15
2bxu	7.15
2hzi	7.15
3ff6	7.15
4y6m	7.15
3h9o	7.15
4a9t	7.15
5ct7	7.15
4gs6	7.15
2p8h	7.15
4lwe	7.15
3c49	7.15
5w4v	7.15
6fgy	7.15
4o9w	7.16
6f3g	7.16
6ay5	7.16
1f0u	7.16
5t1u	7.16
4fc0	7.16
3s2p	7.17
4o0x	7.17
5aep	7.17
2o22	7.17
1rs4	7.17
2i6b	7.17
6g2l	7.17
5h9p	7.17
4zur	7.17
5tks	7.17
2a8h	7.17
4l0b	7.17
3jsw	7.18
3w2q	7.18
2r4b	7.18
5wg5	7.18
2xj2	7.18
3i7b	7.18
5dde	7.19
1gi4	7.19
3gdt	7.19
5t9z	7.19
4zx3	7.19
2vew	7.19
4p90	7.19
2j4z	7.19
3ips	7.19
5e88	7.19
3f7b	7.19
2cmb	7.19
3f7z	7.19
6c7x	7.19
5nge	7.19
4ehg	7.19
4app	7.19
5am7	7.19
5hoa	7.19
1s50	7.2
4ark	7.2
1xqc	7.2
4msk	7.2
3qcx	7.2
3hdn	7.2
4g8n	7.2
3lzb	7.2
2nsx	7.2
4f64	7.2
3chr	7.21
5i80	7.21
5kly	7.21
3kga	7.21
1gsz	7.21
4a9s	7.21
2x9f	7.21
5ljj	7.21
5hzn	7.21
2wo9	7.21
2pl0	7.21
4hw7	7.21
4o0y	7.22
5iw0	7.22
1uk1	7.22
2q3z	7.22
1py2	7.22
3ma3	7.22
4lte	7.22
4ask	7.22
4a9u	7.22
5aph	7.22
4qr5	7.22
6b30	7.22
5aen	7.22
4lyn	7.22
1fvt	7.22
5t4v	7.22
3qem	7.22
5v3o	7.22
2r7b	7.22
4nb6	7.22
3in3	7.22
3n4l	7.23
2cnh	7.23
1y91	7.23
3f8e	7.23
1h37	7.23
4a4x	7.23
5uwf	7.23
4lxd	7.23
5e2m	7.23
3o96	7.24
3kec	7.24
3qrk	7.24
3p3t	7.24
4fm7	7.24
4ha5	7.24
5dh4	7.24
2p33	7.24
4ybs	7.24
3f2a	7.24
3ikg	7.24
5dyy	7.24
3wzk	7.24
3w69	7.24
4y87	7.24
4od9	7.24
5xmx	7.24
3n3g	7.24
1u59	7.25
5eth	7.25
5tts	7.25
1y2h	7.25
5lvx	7.25
1ezf	7.25
1i72	7.26
4zpg	7.26
4ly1	7.26
4d83	7.26
4q9z	7.26
4hys	7.26
3vg1	7.26
4hw2	7.26
2ity	7.27
3pvw	7.27
4j17	7.27
4m6p	7.27
4itp	7.27
5i7x	7.28
5isl	7.28
4ryl	7.28
2qoa	7.28
5i7y	7.28
2w1h	7.28
4m2w	7.28
3k5d	7.28
4xxs	7.28
5one	7.28
4iwz	7.29
4pf3	7.29
5xva	7.29
1py5	7.29
3ccz	7.29
3uoj	7.29
5a14	7.3
6ckr	7.3
3s8x	7.3
4cl9	7.3
4cbt	7.3
3hmv	7.3
1qtn	7.3
3n0n	7.3
5naw	7.3
3qtz	7.3
2xae	7.3
1zge	7.3
1tmn	7.3
4rg0	7.3
1xmy	7.3
4uiw	7.3
3r16	7.3
2f4b	7.3
2fwz	7.3
5j7s	7.3
6db4	7.31
4j1c	7.31
4d88	7.31
5tbm	7.31
5hbh	7.31
3mxf	7.31
3vhu	7.31
4ksq	7.31
3uod	7.31
5hdx	7.32
3ipu	7.32
4jpe	7.32
5d1j	7.32
4rrn	7.32
1owj	7.32
1g5s	7.32
3kv2	7.32
4fyo	7.33
2j2u	7.33
6hvh	7.33
4az2	7.33
5ek9	7.33
5iug	7.33
3tkh	7.33
3dhk	7.33
5ei2	7.34
5mim	7.34
5ia3	7.34
5dqc	7.34
2ea4	7.34
2hk5	7.34
1uw6	7.34
5ttg	7.34
5ivj	7.34
4qqc	7.34
2gv6	7.34
1exv	7.35
3rtf	7.35
2g9x	7.35
4bj9	7.35
2vrx	7.35
5hdz	7.35
4z93	7.35
4jib	7.35
1mhw	7.35
3zdh	7.35
3c1x	7.35
5idp	7.35
1gmy	7.35
5q0x	7.35
6ck3	7.35
1ttm	7.35
6e4a	7.36
4gu6	7.36
2wot	7.36
6d55	7.36
2g1q	7.36
5m6m	7.36
4ntj	7.36
2vtt	7.36
5clm	7.36
5nev	7.36
6h1i	7.36
5ely	7.36
3m11	7.37
3fw3	7.37
4pp9	7.37
3m5e	7.37
2aw1	7.37
4oti	7.37
5t36	7.37
1cnx	7.37
2vey	7.37
1rwx	7.37
5ufp	7.37
4rvl	7.38
4x7h	7.38
5ceq	7.38
3lpb	7.38
3cqw	7.38
3krw	7.38
5lny	7.38
2np8	7.38
3fqs	7.39
1fax	7.39
3p5l	7.39
1ilh	7.39
3otq	7.39
2ei6	7.39
2ddf	7.39
4jbp	7.39
5j1v	7.39
6bl2	7.39
4x7j	7.39
4acu	7.39
3mna	7.39
3e90	7.39
1d3p	7.39
3dog	7.4
4a7b	7.4
4kn0	7.4
4hgt	7.4
6g9k	7.4
2o9i	7.4
5l2i	7.4
1k1m	7.4
3f18	7.4
1hkk	7.4
4idv	7.4
3fyk	7.4
3hdm	7.4
2vwx	7.4
2vj7	7.4
4rz1	7.4
3zi0	7.4
4jzi	7.4
4k69	7.4
3kf7	7.4
3inf	7.4
5oqw	7.4
3dei	7.4
5cf4	7.4
3vha	7.4
4rfz	7.4
5hmk	7.4
4j1i	7.4
3v5q	7.4
4twc	7.4
3efj	7.41
4p5z	7.41
2gd8	7.41
4r92	7.41
3s5y	7.41
3uo5	7.41
4jvb	7.41
4ps7	7.41
5hls	7.41
1ym4	7.41
3zns	7.41
1dwc	7.41
4qsm	7.41
2fjn	7.41
6fyz	7.41
1veb	7.41
1bmq	7.42
3l5r	7.42
3ryy	7.42
1t32	7.42
2pou	7.42
5kx8	7.42
4az0	7.42
4wwo	7.42
2p2i	7.42
1y6b	7.42
1q5k	7.42
3q3t	7.43
2bks	7.43
5db0	7.43
4aq3	7.43
5aeh	7.43
1vyw	7.43
4ogi	7.43
5ufo	7.43
6ed6	7.43
6ceh	7.44
1ysi	7.44
5kx7	7.44
3gp0	7.44
2ydm	7.44
1sc8	7.44
4x21	7.44
4i0s	7.44
4z2i	7.44
3lbl	7.44
5ngu	7.44
5f02	7.44
4r6v	7.45
3kcf	7.46
3rde	7.46
4rx8	7.46
4ohp	7.46
5hg9	7.46
2g71	7.46
5nlk	7.46
5msb	7.46
3rwq	7.46
1sqo	7.46
4dff	7.46
5fdc	7.46
5edr	7.46
3uvp	7.46
4npv	7.46
3ctj	7.46
5o07	7.47
5e8a	7.47
3zw3	7.47
5ny3	7.47
5j9l	7.47
2pzy	7.47
1ogu	7.47
3own	7.47
5lay	7.47
2x7o	7.47
5emj	7.48
5w4r	7.48
3h0a	7.48
4bqw	7.48
3l3l	7.48
4bcd	7.48
5i89	7.48
2vie	7.48
1u71	7.48
4jt8	7.48
5tol	7.48
1fls	7.48
1wok	7.48
1y2j	7.48
3vbg	7.48
4hni	7.49
4g2l	7.49
2hhn	7.49
4xg7	7.49
6gin	7.49
4b1d	7.49
3d4l	7.49
6b16	7.49
5mwp	7.5
3peq	7.5
3srv	7.5
2ydo	7.51
4yqm	7.51
2xru	7.51
5myg	7.51
5ety	7.51
5byi	7.51
4af3	7.51
1r5g	7.52
5ukm	7.52
1mmq	7.52
2r64	7.52
2nnv	7.52
4dij	7.52
3mpm	7.52
4ty6	7.52
2w3l	7.52
4ijq	7.52
2vts	7.52
5i94	7.52
3u2k	7.52
2ow9	7.52
3hmo	7.52
5ktw	7.52
2rgp	7.52
1zom	7.52
3owd	7.52
5za1	7.52
3hfb	7.52
4r6t	7.52
4oon	7.52
5d48	7.52
3tv7	7.52
1zfq	7.52
5f20	7.52
1qcp	7.52
5i9x	7.52
1z5m	7.52
2io6	7.52
3bmy	7.52
4i6q	7.52
3zbf	7.52
2zmj	7.52
5a00	7.52
3w2t	7.53
2wu6	7.53
5ttv	7.54
4lww	7.54
6bbu	7.54
5hes	7.54
4jrv	7.54
2hvx	7.54
5yjb	7.54
2f1g	7.54
4hu1	7.54
4joa	7.54
4zjr	7.54
4l53	7.55
4gmy	7.55
3a4p	7.55
1tlp	7.55
5v88	7.55
6hsh	7.55
1lpk	7.55
2xj1	7.55
2cmf	7.55
2oi0	7.55
4j0v	7.55
4nct	7.55
3rz0	7.55
3cct	7.56
2jiu	7.56
5arg	7.57
4alw	7.57
2xh5	7.57
2ax6	7.57
2ph6	7.57
2qzk	7.57
4lwh	7.57
3dek	7.57
5ive	7.57
3nnv	7.57
4crb	7.57
3pjc	7.57
6gla	7.57
3l5e	7.57
5xst	7.57
3rjw	7.57
1m13	7.57
3gfw	7.57
3cd0	7.57
5vdk	7.57
3sl4	7.57
5wj6	7.57
3cda	7.58
1u65	7.58
4b05	7.58
2wf2	7.59
4tw7	7.59
4otg	7.59
4i0t	7.59
2fdp	7.59
2c3k	7.59
4rro	7.59
5owc	7.59
4zg9	7.59
3t5u	7.59
1q6k	7.59
3p3s	7.59
3hf6	7.59
1zfp	7.59
4uda	7.59
6guh	7.59
4c4f	7.59
1bmk	7.6
4c4e	7.6
2jt6	7.6
3fh7	7.6
4uyf	7.6
2wcx	7.6
2zp0	7.6
3hmm	7.6
6ary	7.6
6hjk	7.6
4o74	7.6
4uyg	7.6
1lpz	7.6
3p58	7.6
2zmm	7.6
3gxl	7.6
3iph	7.6
3el8	7.6
4ui8	7.6
3ptg	7.6
2qoe	7.6
3v01	7.6
3ig6	7.6
5t9u	7.6
5e7r	7.6
3wv3	7.62
1v3x	7.62
4k4e	7.62
4jp9	7.62
4jbo	7.62
1yqy	7.62
4o1d	7.62
5hu9	7.62
5d9l	7.62
3be9	7.62
2i0y	7.62
3ii5	7.62
5xkm	7.62
4x5z	7.63
1c1r	7.63
1owk	7.63
2xba	7.63
5iez	7.64
5tq8	7.64
4ruz	7.64
1vjy	7.64
5t68	7.64
5u6j	7.64
2bkt	7.64
4kiq	7.64
2hl4	7.64
5eml	7.64
2in6	7.64
966c	7.64
4jlm	7.64
4yk5	7.64
3zmg	7.64
1q6n	7.64
3l0v	7.64
1o6q	7.64
3hl7	7.64
1uvt	7.64
4jje	7.64
3k5k	7.64
5exn	7.64
5qck	7.64
4lwi	7.64
3poz	7.64
3wyk	7.64
6gub	7.64
3sjf	7.64
5wf5	7.65
6dk1	7.65
5e1e	7.66
5alu	7.66
5lgu	7.66
1nny	7.66
1f0r	7.66
3fup	7.66
4zyv	7.66
5db1	7.66
3g0f	7.66
1y6a	7.66
4fbx	7.66
5kz0	7.66
3k3e	7.66
3zep	7.66
1q41	7.66
4zy4	7.66
3wd1	7.66
2yjc	7.66
4x6h	7.66
4d1s	7.66
4xg4	7.67
5ak0	7.68
5di1	7.68
3hrb	7.68
5ek0	7.68
3eig	7.68
3miy	7.68
3c7q	7.68
2vci	7.68
2vcx	7.68
5yjm	7.68
4anu	7.68
6bw2	7.68
6b4u	7.68
5f1l	7.68
4gh6	7.68
1t4v	7.68
1oq5	7.68
6f3i	7.68
5xsr	7.69
2a2x	7.69
4x7i	7.69
2itk	7.69
4fsl	7.7
1x0n	7.7
2e9o	7.7
4nld	7.7
1zaf	7.7
4tyt	7.7
1qpe	7.7
4cby	7.7
3n7s	7.7
3n7r	7.7
2zyb	7.7
3k7f	7.7
4n8e	7.7
4zga	7.7
3olf	7.7
4nie	7.7
3lhg	7.7
5b0x	7.7
3tpr	7.7
1q1y	7.7
4pry	7.7
6gbx	7.7
5a0a	7.7
2c4f	7.7
6f1x	7.7
6cn5	7.7
2zjw	7.7
5c8k	7.7
4dfn	7.7
2yer	7.7
1b0f	7.7
5ni7	7.7
5ktx	7.7
3asx	7.7
4d0w	7.7
5ni8	7.7
2g1r	7.7
3qcy	7.7
4e7r	7.7
3inh	7.7
1vja	7.7
4l02	7.7
1bl7	7.72
4n9d	7.72
5lla	7.72
4j1e	7.72
4hhz	7.72
1caq	7.72
5gty	7.72
3g9e	7.72
4ycm	7.72
3e8n	7.72
3w2r	7.72
3owb	7.72
5tca	7.72
2wf3	7.72
3c43	7.72
5nib	7.72
1yk7	7.72
3h8c	7.72
4hvh	7.72
1uom	7.72
2zjf	7.72
5em7	7.72
4x6y	7.72
5a3n	7.72
2l84	7.72
5fqp	7.72
5j3s	7.72
1p93	7.72
1j4r	7.72
5i2r	7.72
1cnw	7.72
4im0	7.72
3ljg	7.73
2aou	7.73
1txr	7.74
5iu8	7.74
4i9z	7.74
3tvc	7.74
5i0l	7.74
4ph4	7.74
1x70	7.74
4pp5	7.74
4auy	7.74
1nfu	7.74
5eh0	7.74
2jt5	7.74
2bmg	7.74
4kjv	7.74
4anx	7.74
3i7c	7.74
1wu1	7.74
3b7u	7.74
1usn	7.74
1f0s	7.74
3o9v	7.74
1bqo	7.74
5uuu	7.74
2adu	7.74
4gmc	7.74
4xnw	7.74
1qbo	7.74
3twd	7.74
1d8f	7.74
3qk5	7.74
1rhq	7.75
5fwr	7.75
4l23	7.75
5mtx	7.75
1hdt	7.76
5hvy	7.76
4w9o	7.77
4ycn	7.77
2vv9	7.77
4obp	7.77
4rj8	7.77
3io7	7.77
4g1f	7.77
4ke0	7.77
4zyt	7.77
1ek1	7.77
3chs	7.77
3qpn	7.77
4hvg	7.77
4jyv	7.77
3k5c	7.77
4m3q	7.77
4dh6	7.77
6apr	7.77
3rq7	7.77
3et7	7.77
5t97	7.77
5j6n	7.77
3uw4	7.77
3mi2	7.77
1wss	7.77
2g70	7.77
3uvq	7.77
3r22	7.77
3rcd	7.77
4wsy	7.77
3iop	7.77
4oho	7.77
5mg2	7.77
5fp0	7.77
5j6a	7.77
4kni	7.78
4jln	7.78
4knn	7.78
2bu5	7.78
4r6e	7.78
4x6j	7.8
4uiv	7.8
4uxq	7.8
3kba	7.8
4aa5	7.8
4qjw	7.8
5j9z	7.8
5uz0	7.8
5tx5	7.8
2oph	7.8
5w0f	7.8
5lmb	7.8
3hq5	7.8
4jzr	7.8
1v48	7.8
4fnz	7.8
3oy1	7.8
5cy3	7.8
4hvs	7.8
1g49	7.8
4a9r	7.8
4rj4	7.8
4r93	7.8
3czv	7.8
2hd6	7.8
1q6j	7.8
2yem	7.81
5eu1	7.81
5y7z	7.81
3dz6	7.82
3mj2	7.82
5ake	7.82
3n51	7.82
2o5k	7.82
4a4l	7.82
2j34	7.82
5hdv	7.82
5hmi	7.82
1njs	7.82
4bgg	7.82
4n9e	7.82
6cks	7.82
3n2p	7.82
5i29	7.82
4pp3	7.82
1q3d	7.82
2xfi	7.82
3uo6	7.82
1nde	7.82
3koo	7.82
5bq0	7.82
5mhp	7.82
3gcp	7.82
2b8l	7.82
3l13	7.82
1gfw	7.82
2bdl	7.82
4y5h	7.82
3ncz	7.82
4wuy	7.82
3bi6	7.82
4o13	7.82
3twj	7.84
6b96	7.84
3n2u	7.84
3ibl	7.84
3cd7	7.84
5tzz	7.85
3cib	7.85
1x78	7.85
4u6r	7.85
3vw6	7.85
5tpg	7.85
3i5n	7.85
3bel	7.85
1cny	7.85
5f1h	7.85
2gv7	7.85
4ieh	7.85
2x8e	7.85
5uln	7.85
4x7q	7.85
3h9k	7.85
5khx	7.85
3qti	7.85
4bjc	7.85
5fxq	7.85
4yc8	7.85
4pg3	7.85
3tl5	7.85
3ika	7.85
4i0r	7.85
5e89	7.85
3uw5	7.85
2oz7	7.85
5dgz	7.85
4dfw	7.85
2ydv	7.86
1fq6	7.86
5vc6	7.87
5v5y	7.87
3ccw	7.87
5ny6	7.87
3sie	7.88
6ckx	7.89
4zz1	7.89
5ihc	7.89
4j1k	7.89
1bm6	7.89
1gj7	7.89
5d7r	7.89
3hig	7.89
4g8m	7.89
3e3u	7.89
5emk	7.89
5fwj	7.89
4axm	7.89
3c56	7.89
3uzp	7.89
4rx9	7.89
3kr5	7.89
3f8s	7.89
5ugc	7.89
5hvu	7.89
3v04	7.89
1q6m	7.89
2wf4	7.89
4kb8	7.89
4bzo	7.89
2ajl	7.89
1npz	7.89
5hkm	7.89
3mvl	7.89
5jgb	7.89
5olb	7.89
2xxy	7.89
2ym8	7.89
5t1a	7.89
2qd9	7.89
4ehr	7.89
2vj6	7.89
1v79	7.89
3k22	7.9
5up3	7.9
3hha	7.9
4uiu	7.9
2e9v	7.9
5e28	7.91
4tvj	7.91
4a50	7.91
3hv7	7.92
2yj2	7.92
1xbc	7.92
5jy3	7.92
5gjd	7.92
3hhm	7.92
4hbm	7.92
4rux	7.92
2y0j	7.92
4ael	7.92
3h9f	7.92
1q6s	7.92
1p2a	7.92
5g3n	7.92
3qpp	7.92
3q92	7.92
3fi3	7.92
5ghv	7.92
4wt6	7.92
2x6d	7.92
4j1f	7.92
3sbi	7.92
1zfk	7.92
5ewm	7.92
3d7z	7.92
2irz	7.92
4j5p	7.92
5aix	7.92
3e0p	7.92
3kc0	7.92
1tfq	7.92
4yjn	7.92
5db3	7.92
4phu	7.92
2w1e	7.92
5nut	7.92
4mq1	7.92
2ewa	7.94
3hqy	7.94
6b5a	7.94
6en6	7.94
6en5	7.94
4knj	7.95
2itp	7.95
3t85	7.95
3vw9	7.96
4g2j	7.96
3rvi	7.96
4ap7	7.96
5ta2	7.96
6gl3	7.96
4r7m	7.96
3mhc	7.96
5ji6	7.96
5wqa	7.96
4uff	7.96
3fzr	7.96
3e3b	7.96
5jgd	7.96
6eqm	7.96
4y8c	7.96
3w5e	7.96
2p83	7.96
5o83	7.96
5h0b	7.96
